INVENTORYRELID,Product Name,List Price,Quantity,Total,Discount,Total After Discount,Tax,Net Total,BOOKID
22001558,hoover,$407.23,6,"$2,443.36",$48.87,"$2,394.50",$73.30,"$2,467.80",24000004
22001559,necklace,$881.28,9,"$7,931.50",$158.63,"$7,772.87",$237.95,"$8,010.82",24000005
22001560,Pop Icon,$828.95,4,"$3,315.81",$0.00,"$3,315.81",$66.32,"$3,382.12",24000009
22001561,Internet Digital DIOS,"$1,252.8",8,"$10,022.36",$0.00,"$10,022.36",$200.45,"$10,222.81",24000009
22001562,radio,$402.34,7,"$2,816.41",$0.00,"$2,816.41",$56.33,"$2,872.74",24000005
22001563,SP-W 2x3 Photovoltaic Panels,$611.68,4,"$2,446.72",$73.40,"$2,373.32",$48.93,"$2,422.25",24000008
22001564,gear box,"$1,656.53",6,"$9,939.18",$99.39,"$9,839.79",$397.57,"$10,237.36",24000002
22001565,Door switch,$740.73,4,"$2,962.91",$118.52,"$2,844.39",$29.63,"$2,874.02",24000002
22001566,front garden product,$97.34,6,$584.04,$23.36,$560.67,$23.36,$584.04,24000002
22001567,lipstick,$479.46,2,$958.93,$9.59,$949.34,$0.00,$949.34,24000007
22001568,guttering product,$134.77,10,"$1,347.73",$40.43,"$1,307.30",$0.00,"$1,307.30",24000001
22001569,bedroom product,$816.76,9,"$7,350.81",$147.02,"$7,203.80",$73.51,"$7,277.30",24000002
22001570,OT-363,$302.27,7,"$2,115.91",$42.32,"$2,073.59",$21.16,"$2,094.75",24000009
22001571,magnesium,"$1,821.42",5,"$9,107.08",$182.14,"$8,924.94",$91.07,"$9,016.01",24000004
22001576,harp,"$1,537.65",10,"$15,376.52",$153.77,"$15,222.76",$153.77,"$15,376.52",24000008
22001577,Asha 203,$625.6,5,"$3,128.01",$31.28,"$3,096.73",$0.00,"$3,096.73",24000005
22001578,Speedometer cable,"$1,549.32",10,"$15,493.24",$0.00,"$15,493.24",$154.93,"$15,648.17",24000005
22001579,Fuel filter seal,$187.76,5,$938.80,$18.78,$920.03,$0.00,$920.03,24000006
22001580,lager,$110.5,2,$221.01,$8.84,$212.17,$4.42,$216.59,24000006
22001581,TVR-300L Stack Tri-Adapter,"$1,263.07",5,"$6,315.34",$0.00,"$6,315.34",$252.61,"$6,567.96",24000006
22001582,accordion,$583.91,2,"$1,167.83",$46.71,"$1,121.12",$0.00,"$1,121.12",24000007
22001583,games console,$297.84,7,"$2,084.87",$0.00,"$2,084.87",$0.00,"$2,084.87",24000003
22001584,Fruit,"$1,129.81",10,"$11,298.11",$112.98,"$11,185.13",$338.94,"$11,524.07",24000009
22001588,plastic wrap,"$1,236.51",9,"$11,128.56",$333.86,"$10,794.70",$0.00,"$10,794.70",24000004
22001589,Saké,$794.21,5,"$3,971.05",$0.00,"$3,971.05",$39.71,"$4,010.76",24000006
22001590,OT-910,"$1,221.85",10,"$12,218.48",$122.18,"$12,096.30",$0.00,"$12,096.30",24000007
22001591,OT-813F,"$1,115.85",5,"$5,579.26",$0.00,"$5,579.26",$0.00,"$5,579.26",24000009
22001592,Deep fryer,$131.01,7,$917.07,$18.34,$898.73,$27.51,$926.24,24000001
22001593,loft product,$818.7,1,$818.70,$0.00,$818.70,$8.19,$826.89,24000003
22001594,Z-100 Rechargeable Battery Pack,$118.45,10,"$1,184.46",$35.53,"$1,148.92",$35.53,"$1,184.46",24000003
22001595,Center console (front and rear)Other components    Trap (secret compartment),"$1,984.45",2,"$3,968.90",$0.00,"$3,968.90",$119.07,"$4,087.97",24000004
22001596,TR-2V Stack Decoupler,$505.61,8,"$4,044.90",$40.45,"$4,004.45",$121.35,"$4,125.80",24000006
22001597,OT-818,"$1,427.47",9,"$12,847.22",$0.00,"$12,847.22",$513.89,"$13,361.10",24000001
22001598,Fuel pump,$245.72,8,"$1,965.79",$58.97,"$1,906.81",$39.32,"$1,946.13",24000002
22001599,OT-383,"$1,895.9",9,"$17,063.08",$170.63,"$16,892.45",$341.26,"$17,233.71",24000001
22001600,dishcloth,"$1,213.78",4,"$4,855.11",$97.10,"$4,758.00",$194.20,"$4,952.21",24000008
22001601,central locking,$347.87,7,"$2,435.09",$0.00,"$2,435.09",$73.05,"$2,508.14",24000001
22001602,Rice,"$1,864.23",5,"$9,321.14",$0.00,"$9,321.14",$0.00,"$9,321.14",24000006
22001603,Kajandu,"$1,830.01",8,"$14,640.07",$292.80,"$14,347.27",$439.20,"$14,786.47",24000008
22001604,Cat's paw (nail puller),"$1,016.46",8,"$8,131.64",$325.27,"$7,806.38",$243.95,"$8,050.32",24000009
22001605,Popsicles,$131.72,8,"$1,053.78",$31.61,"$1,022.17",$31.61,"$1,053.78",24000003
22001608,OT-217,$687.8,7,"$4,814.57",$192.58,"$4,621.99",$0.00,"$4,621.99",24000004
22001609,Clutch spring,"$1,392.77",10,"$13,927.71",$417.83,"$13,509.88",$0.00,"$13,509.88",24000005
22001610,X1-01,$473.77,9,"$4,263.93",$42.64,"$4,221.30",$127.92,"$4,349.21",24000001
22001611,One Touch Scribe HD-LTE,"$1,896.22",5,"$9,481.11",$284.43,"$9,196.68",$189.62,"$9,386.30",24000002
22001612,Salad dressing,"$1,043.38",10,"$10,433.79",$104.34,"$10,329.45",$104.34,"$10,433.79",24000003
22001613,Lumia 620,$975.24,6,"$5,851.42",$234.06,"$5,617.36",$58.51,"$5,675.88",24000007
22001614,Charcoal / Propane Peaches,$474.96,1,$474.96,$19.00,$455.96,$9.50,$465.46,24000009
22001615,Valve cover,"$1,043.28",5,"$5,216.38",$0.00,"$5,216.38",$156.49,"$5,372.87",24000008
22001616,Staple gun,"$1,962.42",5,"$9,812.09",$98.12,"$9,713.97",$392.48,"$10,106.45",24000003
22001617,Air conditioning system (A/C),$222.54,7,"$1,557.78",$31.16,"$1,526.63",$15.58,"$1,542.20",24000007
22001618,Vodka,"$1,163.05",2,"$2,326.10",$69.78,"$2,256.32",$93.04,"$2,349.36",24000009
22001619,Saké,$786.57,4,"$3,146.30",$94.39,"$3,051.91",$94.39,"$3,146.30",24000008
22001620,Lotion Fries / Tater tots,$483.46,9,"$4,351.18",$87.02,"$4,264.15",$0.00,"$4,264.15",24000008
22001621,painting,"$1,744.35",6,"$10,466.12",$0.00,"$10,466.12",$104.66,"$10,570.78",24000005
22001622,Prescription pick-up,"$1,892.5",6,"$11,355.03",$454.20,"$10,900.83",$227.10,"$11,127.93",24000007
22001623,SOG Knife,"$1,835.14",10,"$18,351.36",$367.03,"$17,984.33",$734.05,"$18,718.38",24000003
22001624,Antacid,$494.39,2,$988.77,$39.55,$949.22,$0.00,$949.22,24000006
22001625,OT-203,$388.46,5,"$1,942.30",$19.42,"$1,922.88",$0.00,"$1,922.88",24000008
22001638,OT-900,"$1,307.24",8,"$10,457.91",$104.58,"$10,353.33",$313.74,"$10,667.07",24000009
22001639,Bathroom cleaner Carrots,"$1,915.88",3,"$5,747.63",$114.95,"$5,632.68",$229.91,"$5,862.58",24000009
22001640,shirt,"$1,093.39",10,"$10,933.89",$328.02,"$10,605.88",$328.02,"$10,933.89",24000008
22001641,oxygen,"$1,388.61",1,"$1,388.61",$27.77,"$1,360.83",$13.89,"$1,374.72",24000009
22001642,Speedometer cable,"$1,581.94",9,"$14,237.47",$0.00,"$14,237.47",$427.12,"$14,664.60",24000001
22001643,Clamp-O-Tron Sr. Docking Port,$415.29,10,"$4,152.86",$41.53,"$4,111.33",$83.06,"$4,194.39",24000003
22001646,Relish,"$1,299.9",1,"$1,299.90",$52.00,"$1,247.90",$26.00,"$1,273.90",24000002
22001647,Tomatoes,$276.09,9,"$2,484.84",$24.85,"$2,459.99",$99.39,"$2,559.38",24000001
22001648,Juice,$866.23,9,"$7,796.04",$311.84,"$7,484.20",$155.92,"$7,640.12",24000008
22001652,OT-358,"$1,046.9",5,"$5,234.50",$0.00,"$5,234.50",$0.00,"$5,234.50",24000001
22001653,Bánh tráng,"$1,906.03",7,"$13,342.23",$133.42,"$13,208.81",$533.69,"$13,742.50",24000007
22001654,Standard NC,$421.55,10,"$4,215.55",$168.62,"$4,046.93",$42.16,"$4,089.08",24000008
22001664,Adjusting mechanism (adjuster star wheel),$480.39,10,"$4,803.90",$144.12,"$4,659.78",$192.16,"$4,851.93",24000005
22001665,Rotisserie,$980,5,"$4,899.98",$98.00,"$4,801.98",$196.00,"$4,997.98",24000003
22001666,Etui,"$1,412.41",9,"$12,711.66",$381.35,"$12,330.31",$0.00,"$12,330.31",24000004
22001667,One Touch Scribe HD-LTE,"$1,788.89",8,"$14,311.11",$572.44,"$13,738.67",$572.44,"$14,311.11",24000002
22001668,Carrier assembly,$558.09,8,"$4,464.72",$178.59,"$4,286.13",$133.94,"$4,420.08",24000006
22001670,tambourine,$517.14,5,"$2,585.72",$0.00,"$2,585.72",$25.86,"$2,611.57",24000006
22001671,envelopes,"$1,458.09",2,"$2,916.19",$29.16,"$2,887.03",$87.49,"$2,974.51",24000006
22001672,ELLE GlamPhone,"$1,763.86",6,"$10,583.16",$423.33,"$10,159.84",$0.00,"$10,159.84",24000006
22001673,Brake pump,"$1,677.19",7,"$11,740.36",$0.00,"$11,740.36",$234.81,"$11,975.17",24000003
22001674,Z-1k Rechargeable Battery Bank,$199,6,"$1,194.01",$23.88,"$1,170.13",$11.94,"$1,182.07",24000008
22001675,E7,$344.81,3,"$1,034.44",$41.38,$993.06,$20.69,"$1,013.75",24000005
22001676,Resonator,"$1,250.96",8,"$10,007.66",$400.31,"$9,607.35",$200.15,"$9,807.51",24000009
22001677,Pixi 3 (3.5),"$1,422.49",3,"$4,267.48",$170.70,"$4,096.78",$170.70,"$4,267.48",24000007
22001678,Beer,"$1,685.41",5,"$8,427.04",$252.81,"$8,174.23",$252.81,"$8,427.04",24000002
22001679,torch,$208.1,5,"$1,040.50",$41.62,$998.88,$0.00,$998.88,24000001
22001680,Lumia 920,"$1,807.86",1,"$1,807.86",$18.08,"$1,789.78",$0.00,"$1,789.78",24000006
22001681,pocket,$718.17,2,"$1,436.34",$28.73,"$1,407.61",$14.36,"$1,421.97",24000007
22001682,Piston ring and circlip,"$1,661.39",2,"$3,322.77",$132.91,"$3,189.86",$0.00,"$3,189.86",24000003
22001683,OT-301,$788.15,9,"$7,093.31",$141.87,"$6,951.44",$283.73,"$7,235.18",24000006
22001684,table,$898.29,10,"$8,982.94",$89.83,"$8,893.12",$89.83,"$8,982.94",24000002
22001685,OT-109,"$1,651.15",4,"$6,604.60",$264.18,"$6,340.41",$0.00,"$6,340.41",24000002
22001686,Shift improver,$564.85,8,"$4,518.78",$90.38,"$4,428.41",$180.75,"$4,609.16",24000001
22001687,WC product,"$1,629.98",9,"$14,669.84",$146.70,"$14,523.15",$146.70,"$14,669.84",24000004
22001688,OT-870,"$1,807.42",1,"$1,807.42",$54.22,"$1,753.20",$18.07,"$1,771.27",24000004
22001689,piercing,$405.32,4,"$1,621.27",$64.85,"$1,556.42",$48.64,"$1,605.05",24000004
22001690,manual,"$1,537.44",4,"$6,149.75",$61.50,"$6,088.26",$245.99,"$6,334.25",24000008
22001691,Clamp-O-Tron Sr. Docking Port,$415.29,8,"$3,322.29",$33.22,"$3,289.06",$0.00,"$3,289.06",24000006
22001692,Hay knife,$729.87,6,"$4,379.20",$175.17,"$4,204.03",$131.38,"$4,335.40",24000007
22001693,Shrimp,"$1,054.76",5,"$5,273.78",$52.74,"$5,221.04",$158.21,"$5,379.26",24000008
22001694,lipstick,$446.56,1,$446.56,$4.47,$442.09,$8.93,$451.02,24000005
22001695,Brake pump,"$1,629.27",7,"$11,404.92",$228.10,"$11,176.82",$342.15,"$11,518.97",24000003
22001696,Fuel Pressure sensor,$804.01,3,"$2,412.04",$24.12,"$2,387.92",$48.24,"$2,436.16",24000005
22001697,Overflow tank,$371.53,7,"$2,600.72",$78.02,"$2,522.70",$0.00,"$2,522.70",24000005
22001698,N900,"$1,292.23",3,"$3,876.68",$155.07,"$3,721.61",$77.53,"$3,799.14",24000008
22001699,Pixi 3 (3.5),"$1,422.49",9,"$12,802.44",$128.02,"$12,674.41",$256.05,"$12,930.46",24000007
22001700,Asha 200,"$1,778.3",9,"$16,004.69",$480.14,"$15,524.55",$320.09,"$15,844.65",24000003
22001701,Wire stripper,"$1,099.68",8,"$8,797.40",$87.97,"$8,709.43",$0.00,"$8,709.43",24000005
22001702,Ham / Pork,"$1,650.51",4,"$6,602.02",$264.08,"$6,337.94",$66.02,"$6,403.96",24000009
22001703,Wheel cylinder (slave cylinder),$109.04,3,$327.12,$6.54,$320.58,$13.08,$333.66,24000001
22001704,Constant-velocity joint,$816.51,1,$816.51,$16.33,$800.18,$24.50,$824.67,24000003
22001714,OT-317D,"$1,295.51",5,"$6,477.54",$194.33,"$6,283.22",$194.33,"$6,477.54",24000001
22001720,Susceptor,$423.25,10,"$4,232.47",$126.97,"$4,105.49",$0.00,"$4,105.49",24000009
22001721,Relay connector,$218.17,5,"$1,090.86",$21.82,"$1,069.05",$43.63,"$1,112.68",24000005
22001722,Kitchen Bouquet,$136.11,9,"$1,225.01",$12.25,"$1,212.76",$0.00,"$1,212.76",24000003
22001723,OT-E100,"$1,530.53",3,"$4,591.60",$137.75,"$4,453.85",$91.83,"$4,545.68",24000005
22001724,Lumia 630 Dual SIM,$283.73,2,$567.45,$22.70,$544.75,$11.35,$556.10,24000005
22001725,Steering arm,"$2,009.83",10,"$20,098.25",$401.97,"$19,696.29",$602.95,"$20,299.23",24000005
22001726,OT-V607A,$921.74,1,$921.74,$9.22,$912.52,$18.43,$930.96,24000005
22001727,Diapers Burritos,$512.3,3,"$1,536.90",$15.37,"$1,521.53",$15.37,"$1,536.90",24000007
22001728,X5-01,$290.82,5,"$1,454.09",$14.54,"$1,439.55",$43.62,"$1,483.17",24000004
22001732,saxophone,$548.47,4,"$2,193.88",$0.00,"$2,193.88",$0.00,"$2,193.88",24000007
22001733,TR-18A Stack Decoupler,"$1,448.3",8,"$11,586.44",$0.00,"$11,586.44",$115.86,"$11,702.30",24000006
22001734,Shift improver,$564.85,4,"$2,259.39",$45.19,"$2,214.20",$67.78,"$2,281.98",24000009
22001735,Idol 3 (4.7),$738.85,2,"$1,477.70",$44.33,"$1,433.37",$29.55,"$1,462.92",24000001
22001736,Shock Cone Intake,$649.95,5,"$3,249.73",$129.99,"$3,119.74",$32.50,"$3,152.24",24000009
22001737,spin dryer,"$1,259.25",10,"$12,592.51",$125.93,"$12,466.58",$0.00,"$12,466.58",24000004
22001738,Nuts / Seeds,$381.8,6,"$2,290.80",$68.72,"$2,222.07",$91.63,"$2,313.70",24000001
22001739,flowers product,"$1,345.45",1,"$1,345.45",$40.36,"$1,305.09",$53.82,"$1,358.91",24000002
22001740,Crank pulley,$101.92,6,$611.52,$12.23,$599.29,$12.23,$611.52,24000007
22001741,Pixi 7,$586.77,8,"$4,694.12",$140.82,"$4,553.30",$187.76,"$4,741.06",24000004
22001742,furniture polish,$241.17,3,$723.52,$14.47,$709.05,$7.24,$716.29,24000007
22001743,Clubbing axe,"$1,484.99",4,"$5,939.95",$0.00,"$5,939.95",$0.00,"$5,939.95",24000002
22001744,TR-2V Stack Decoupler,$510.82,7,"$3,575.77",$143.03,"$3,432.74",$107.27,"$3,540.01",24000001
22001745,painting,"$1,761.46",7,"$12,330.19",$493.21,"$11,836.98",$123.30,"$11,960.28",24000005
22001746,needle,$308.55,7,"$2,159.86",$64.80,"$2,095.07",$86.39,"$2,181.46",24000004
22001747,OT-905,"$1,129.23",1,"$1,129.23",$0.00,"$1,129.23",$0.00,"$1,129.23",24000004
22001748,MPL-50,"$1,874.76",9,"$16,872.81",$0.00,"$16,872.81",$0.00,"$16,872.81",24000008
22001749,OT-V212,"$1,361",1,"$1,361.00",$40.83,"$1,320.17",$27.22,"$1,347.39",24000001
22001750,glasses,$922.32,2,"$1,844.65",$55.34,"$1,789.31",$55.34,"$1,844.65",24000004
22001751,OT-908,$857.41,10,"$8,574.14",$85.74,"$8,488.40",$85.74,"$8,574.14",24000007
22001752,Impact driver,$714.34,10,"$7,143.41",$214.30,"$6,929.11",$214.30,"$7,143.41",24000009
22001753,sunglasses,"$1,917.51",4,"$7,670.05",$153.40,"$7,516.65",$306.80,"$7,823.46",24000004
22001754,hall product,$496.88,2,$993.77,$19.88,$973.89,$39.75,"$1,013.64",24000003
22001755,OT-223,"$1,317.57",9,"$11,858.09",$474.32,"$11,383.76",$0.00,"$11,383.76",24000006
22001756,Cake / Cookies,$116.81,10,"$1,168.05",$0.00,"$1,168.05",$11.68,"$1,179.73",24000006
22001762,Cereal,"$1,347.7",5,"$6,738.49",$134.77,"$6,603.72",$0.00,"$6,603.72",24000007
22001763,rosé,"$1,045.99",6,"$6,275.93",$125.52,"$6,150.42",$0.00,"$6,150.42",24000003
22001764,Glass cleaner Cucumbers,"$1,454.85",6,"$8,729.08",$349.16,"$8,379.92",$174.58,"$8,554.50",24000005
22001765,OT 735,"$1,429.61",6,"$8,577.63",$0.00,"$8,577.63",$0.00,"$8,577.63",24000002
22001766,Unexposed bumper,$666.5,2,"$1,332.99",$13.33,"$1,319.66",$39.99,"$1,359.65",24000002
22001767,Dynamic seal,$732.25,3,"$2,196.75",$65.90,"$2,130.84",$65.90,"$2,196.75",24000001
22001768,OT-E259,"$1,876.02",10,"$18,760.15",$562.80,"$18,197.35",$187.60,"$18,384.95",24000001
22001769,X6 8GB,"$1,471.14",3,"$4,413.42",$132.40,"$4,281.01",$132.40,"$4,413.42",24000003
22001770,Mandarina Duck Moon,$642.4,4,"$2,569.60",$25.70,"$2,543.90",$51.39,"$2,595.29",24000009
22001771,Output shaft,$242.11,6,"$1,452.63",$29.05,"$1,423.58",$14.53,"$1,438.11",24000009
22001772,Self-cleaning oven,$583.2,6,"$3,499.21",$69.98,"$3,429.22",$0.00,"$3,429.22",24000008
22001773,OT-S210,$734.74,8,"$5,877.88",$0.00,"$5,877.88",$117.56,"$5,995.44",24000005
22001774,Lumia 720,"$1,391.79",6,"$8,350.76",$167.02,"$8,183.74",$250.52,"$8,434.27",24000009
22001775,Pixi 3 (4),"$1,688.85",8,"$13,510.82",$270.22,"$13,240.61",$540.43,"$13,781.04",24000005
22001776,Other cylinder head cover parts,$161.31,8,"$1,290.46",$38.71,"$1,251.75",$12.90,"$1,264.65",24000002
22001777,Samovar,"$1,519.1",1,"$1,519.10",$45.57,"$1,473.53",$45.57,"$1,519.10",24000007
22001778,silver,"$1,323.64",10,"$13,236.44",$397.09,"$12,839.35",$264.73,"$13,104.08",24000001
22001779,Tuna VeggiesBaby stuff,"$1,696.71",1,"$1,696.71",$50.90,"$1,645.81",$67.87,"$1,713.68",24000002
22001780,C5 5MP,$396.82,9,"$3,571.42",$142.86,"$3,428.57",$0.00,"$3,428.57",24000006
22001781,grand piano,$283.96,5,"$1,419.79",$14.20,"$1,405.59",$42.59,"$1,448.18",24000006
22001782,Conpoy,"$1,685",8,"$13,480.04",$404.40,"$13,075.64",$0.00,"$13,075.64",24000003
22001783,screwdriver,$874.38,1,$874.38,$8.74,$865.64,$34.98,$900.61,24000008
22001784,Batteries Oranges,"$1,348.12",10,"$13,481.21",$0.00,"$13,481.21",$134.81,"$13,616.02",24000002
22001785,Temperature gauge,$789.92,10,"$7,899.18",$157.98,"$7,741.20",$78.99,"$7,820.19",24000002
22001786,Orange flower water,$864.02,3,"$2,592.06",$103.68,"$2,488.38",$77.76,"$2,566.14",24000004
22001787,Champagne,"$1,531.64",9,"$13,784.78",$413.54,"$13,371.24",$551.39,"$13,922.63",24000007
22001788,TVR-200 Stack Bi-Coupler,$189.43,3,$568.30,$5.68,$562.62,$22.73,$585.35,24000002
22001789,ABS steel pin,$204.92,10,"$2,049.15",$81.97,"$1,967.19",$61.47,"$2,028.66",24000002
22001790,lead,$458.81,3,"$1,376.43",$55.06,"$1,321.37",$41.29,"$1,362.66",24000009
22001791,guttering product,$140.33,3,$420.99,$16.84,$404.15,$16.84,$420.99,24000003
22001792,Palstave,"$1,787.85",5,"$8,939.25",$357.57,"$8,581.68",$0.00,"$8,581.68",24000004
22001793,Reflector oven,"$1,607.07",5,"$8,035.34",$80.35,"$7,954.98",$0.00,"$7,954.98",24000008
22001794,tambourine,$517.14,8,"$4,137.15",$82.74,"$4,054.40",$165.49,"$4,219.89",24000006
22001795,Brake cooling duct,$457.91,3,"$1,373.72",$13.74,"$1,359.98",$0.00,"$1,359.98",24000006
22001796,Mixers,$124.61,2,$249.22,$0.00,$249.22,$2.49,$251.71,24000008
22001797,OT 756,"$1,051.75",2,"$2,103.50",$0.00,"$2,103.50",$42.07,"$2,145.57",24000008
22001798,telephone bill product,$829.18,7,"$5,804.27",$58.04,"$5,746.23",$174.13,"$5,920.35",24000006
22001799,Yogurt,"$1,667.57",2,"$3,335.13",$66.70,"$3,268.43",$0.00,"$3,268.43",24000009
22001800,Pizza Rolls,"$1,180.29",2,"$2,360.59",$94.42,"$2,266.16",$23.61,"$2,289.77",24000003
22001801,One Touch Scribe X,$351.42,6,"$2,108.52",$42.17,"$2,066.35",$21.09,"$2,087.43",24000003
22001802,OT-810,$809.71,7,"$5,667.95",$170.04,"$5,497.91",$0.00,"$5,497.91",24000008
22001803,RC-L01 Remote Guidance Unit,"$1,745.66",3,"$5,236.99",$104.74,"$5,132.25",$52.37,"$5,184.62",24000004
22001804,power socket,$131.81,1,$131.81,$1.32,$130.49,$1.32,$131.81,24000002
22001805,electric guitar,$330.12,2,$660.24,$26.41,$633.83,$0.00,$633.83,24000009
22001806,Fuel pump,$243.22,8,"$1,945.73",$38.91,"$1,906.81",$0.00,"$1,906.81",24000002
22001807,Fuel level sensor,"$1,797.7",9,"$16,179.26",$647.17,"$15,532.09",$0.00,"$15,532.09",24000003
22001808,martini,"$1,641.84",8,"$13,134.68",$131.35,"$13,003.34",$394.04,"$13,397.38",24000001
22001809,Differential seal,$421.77,5,"$2,108.87",$63.27,"$2,045.60",$84.35,"$2,129.96",24000004
22001810,A/C hose,$259.27,8,"$2,074.19",$82.97,"$1,991.23",$0.00,"$1,991.23",24000009
22001811,Fuel filter,"$1,705.49",8,"$13,643.91",$545.76,"$13,098.15",$136.44,"$13,234.59",24000006
22001812,Lumia 505,"$1,266.13",9,"$11,395.17",$0.00,"$11,395.17",$341.86,"$11,737.02",24000002
22001813,double glazing product,$756.67,4,"$3,026.70",$30.27,"$2,996.43",$121.07,"$3,117.50",24000005
22001814,Hubcap,"$1,825.2",4,"$7,300.80",$219.02,"$7,081.77",$0.00,"$7,081.77",24000009
22001815,Screw,"$1,949.61",2,"$3,899.22",$0.00,"$3,899.22",$155.97,"$4,055.19",24000006
22001816,Interior light and lamp,"$1,119.43",5,"$5,597.15",$55.97,"$5,541.17",$55.97,"$5,597.15",24000003
22001817,Coconut milk,$181.9,2,$363.79,$3.64,$360.16,$14.55,$374.71,24000009
22001818,C1-01,"$1,566.63",6,"$9,399.76",$188.00,"$9,211.76",$188.00,"$9,399.76",24000004
22001819,Horn and trumpet horn,"$1,104.54",5,"$5,522.70",$220.91,"$5,301.79",$0.00,"$5,301.79",24000004
22001820,Prescription pick-up,"$1,872.79",2,"$3,745.58",$0.00,"$3,745.58",$74.91,"$3,820.49",24000008
22001821,Oil pump,$615.83,8,"$4,926.62",$98.53,"$4,828.09",$98.53,"$4,926.62",24000001
22001822,Piston,"$1,952.03",10,"$19,520.33",$0.00,"$19,520.33",$195.20,"$19,715.54",24000004
22001823,Internet Digital DIOS,"$1,314.81",3,"$3,944.44",$78.89,"$3,865.56",$78.89,"$3,944.44",24000004
22001824,Brake backing plate,"$1,092.23",3,"$3,276.68",$131.07,"$3,145.61",$98.30,"$3,243.91",24000002
22001825,double bass,$628.21,2,"$1,256.43",$12.56,"$1,243.86",$37.69,"$1,281.56",24000008
22001826,Clutch shoe,"$1,695.48",2,"$3,390.96",$135.64,"$3,255.32",$101.73,"$3,357.05",24000005
22001827,Fan blade,"$1,137.06",6,"$6,822.38",$136.45,"$6,685.94",$272.90,"$6,958.83",24000007
22001828,OT-105,"$1,558.37",5,"$7,791.86",$311.67,"$7,480.19",$0.00,"$7,480.19",24000005
22001829,swimming trunks,$418.05,7,"$2,926.37",$87.79,"$2,838.58",$58.53,"$2,897.11",24000008
22001830,bath,"$1,245.29",10,"$12,452.89",$249.06,"$12,203.83",$124.53,"$12,328.36",24000009
22001831,bathroom scales,"$1,913.65",2,"$3,827.31",$114.82,"$3,712.49",$114.82,"$3,827.31",24000003
22001832,study product,"$1,224.22",3,"$3,672.67",$146.91,"$3,525.76",$146.91,"$3,672.67",24000003
22001833,OT-111,"$1,450.26",4,"$5,801.04",$174.03,"$5,627.01",$58.01,"$5,685.02",24000005
22001834,Ignition coil,$291.24,8,"$2,329.89",$69.90,"$2,260.00",$69.90,"$2,329.89",24000002
22001835,OT-E225,$543.66,2,"$1,087.31",$10.87,"$1,076.44",$21.75,"$1,098.19",24000007
22001836,Exhaust manifold,"$1,252.36",10,"$12,523.60",$375.71,"$12,147.90",$500.94,"$12,648.84",24000007
22001839,OT-668,"$1,250.93",4,"$5,003.72",$150.11,"$4,853.61",$150.11,"$5,003.72",24000009
22001840,Roller bearing,$412.29,7,"$2,886.04",$0.00,"$2,886.04",$57.72,"$2,943.76",24000008
22001846,Clam liquor,"$1,914.22",5,"$9,571.10",$382.84,"$9,188.26",$287.13,"$9,475.39",24000008
22001847,Creamed coconut,"$1,692.39",2,"$3,384.78",$135.39,"$3,249.39",$101.54,"$3,350.94",24000006
22001848,C1-02,$788.14,8,"$6,305.13",$126.10,"$6,179.03",$63.05,"$6,242.08",24000006
22001849,OT-S107,$625.27,1,$625.27,$18.76,$606.52,$0.00,$606.52,24000007
22001850,rum,"$1,197.74",9,"$10,779.64",$215.59,"$10,564.05",$107.80,"$10,671.85",24000006
22001851,mattress,$861.87,2,"$1,723.74",$17.24,"$1,706.51",$68.95,"$1,775.46",24000007
22001855,Gear ring,$146.04,10,"$1,460.44",$29.21,"$1,431.23",$29.21,"$1,460.44",24000004
22001856,Tie rod end,$251.63,2,$503.25,$20.13,$483.12,$20.13,$503.25,24000007
22001858,ice,$301.98,9,"$2,717.81",$108.71,"$2,609.10",$54.36,"$2,663.45",24000009
22001859,purse,$885.66,7,"$6,199.59",$0.00,"$6,199.59",$123.99,"$6,323.58",24000007
22001860,Spaghetti night Hummus,"$1,170.51",5,"$5,852.55",$175.58,"$5,676.97",$117.05,"$5,794.02",24000003
22001861,OT-E157,"$1,970.16",8,"$15,761.25",$630.45,"$15,130.80",$0.00,"$15,130.80",24000002
22001864,Band-aids / Medical,$942.67,10,"$9,426.70",$282.80,"$9,143.90",$94.27,"$9,238.17",24000005
22001865,Gudgeon pin (wrist pin),"$1,230.79",8,"$9,846.33",$98.46,"$9,747.87",$295.39,"$10,043.26",24000008
22001866,Icing (food),$780.32,4,"$3,121.28",$0.00,"$3,121.28",$124.85,"$3,246.13",24000007
22001867,Tahini,"$1,184.64",7,"$8,292.46",$331.70,"$7,960.76",$0.00,"$7,960.76",24000002
22001868,Clutch fork,$595.89,6,"$3,575.33",$71.51,"$3,503.82",$35.75,"$3,539.58",24000001
22001869,MPL-50,"$1,973.43",6,"$11,840.57",$355.22,"$11,485.35",$236.81,"$11,722.17",24000003
22001870,Fly-whisk,"$1,124.7",4,"$4,498.80",$89.98,"$4,408.82",$179.95,"$4,588.78",24000003
22001873,Power steering assembly and component,$537.63,5,"$2,688.14",$53.76,"$2,634.37",$26.88,"$2,661.26",24000006
22001874,Mattock,$477.17,1,$477.17,$19.09,$458.08,$9.54,$467.62,24000001
22001875,Name plate,$891.14,10,"$8,911.38",$0.00,"$8,911.38",$178.23,"$9,089.61",24000004
22001876,Cam belt,$802,10,"$8,020.04",$0.00,"$8,020.04",$240.60,"$8,260.64",24000001
