PRODUCTID,Product Name,Product Owner,Product Code,Product Active,Product Manufacturer,Product Category,Created Time,Modified Time,Cost,Taxable,Commission Rate,Quantity Ordered,Quantity In Stock,Reorder Level,Quantity In Demand,Cost of Stocks in hand,Need Replenishment
16000523,GlowplugSwitches    Battery,Tina Thomas,P524,Yes,LexPon Inc.,Home maintenance,"12 Jan, 2020 08:48:51","29 Nov, 2020 07:06:42","$1,232.17",No,$32.82,11,3,10,12,"$3,696.51",Yes
16000524,Glue / Tape Tomatoes* Feta,Tina Thomas,P525,Yes,Lamport Corp,Home maintenance,"13 Jun, 2019 10:36:07","20 Dec, 2019 06:25:00","$1,834.30",No,$24.19,23,6,10,8,"$11,005.80",Yes
16000525,Glutinous rice,Roger Terrence,P526,No,LexPon Inc.,Home maintenance,"08 Jan, 2021 03:03:47","14 Mar, 2021 02:39:16","$1,247.81",No,$27.35,22,24,20,18,"$29,947.44",No
16000526,Gold leaf,Tina Thomas,P527,Yes,MetBeat Corp,Home maintenance,"10 Apr, 2019 08:54:14","02 Sep, 2020 09:22:03",$920.57,No,$53.27,14,28,10,10,"$25,775.96",No
16000527,Grab Handle,Tina Thomas,P528,No,NYC Ltd.,Home maintenance,"05 Feb, 2020 07:14:20","30 Nov, 2020 04:20:28","$1,504.93",No,$0.64,36,4,30,3,"$6,019.72",Yes
16000528,Graham cracker crust,Lazar Mathew,P529,Yes,AltvetPet Inc.,Home maintenance,"19 Sep, 2020 06:47:32","02 Jan, 2021 08:13:51","$1,581.70",No,$73.67,27,33,30,4,"$52,196.10",No
16000529,Granola bars / Mix,Augustine Paul,P530,No,AltvetPet Inc.,Home maintenance,"28 Apr, 2019 08:54:35","23 Apr, 2020 01:19:49","$1,834.03",Yes,$35.56,36,8,30,16,"$14,672.24",Yes
16000530,Gravy,Pete Zachariah,P531,No,Indiana Ltd.,Home maintenance,"09 Oct, 2020 08:38:58","30 Nov, 2020 02:34:53",$893.82,Yes,$1.14,38,12,20,15,"$10,725.84",Yes
16000531,Gray's Inn Lane Hand Axe,Roger Terrence,P532,No,NYC Ltd.,Home maintenance,"27 Oct, 2019 01:28:52","09 Jul, 2020 01:39:34","$1,266.12",Yes,$52.67,17,33,30,15,"$41,781.96",No
16000532,Grease gun (tool),Tina Thomas,P533,Yes,Lamport Corp,Home maintenance,"23 Apr, 2020 11:14:45","23 Mar, 2021 08:38:45","$1,031.69",No,$5.97,27,29,30,17,"$29,919.01",Yes
16000533,Grille (also called grill),Thomas Mondrake,P534,Yes,NYC Ltd.,Home maintenance,"06 Feb, 2020 11:29:34","02 Jul, 2020 01:34:36",$738.65,Yes,$94.19,41,16,10,17,"$11,818.40",No
16000534,Grooved ball bearing,Tina Thomas,P535,No,AltvetPet Inc.,Home maintenance,"09 Mar, 2021 08:26:39","20 Mar, 2021 10:44:51",$433.13,No,$87.66,36,15,30,1,"$6,496.95",Yes
16000535,Ground beef / Turkey,David Love,P536,Yes,NYC Ltd.,Home maintenance,"04 Dec, 2020 11:29:26","16 Feb, 2021 11:42:08","$1,150.61",Yes,$47.20,37,27,10,11,"$31,066.47",No
16000536,Ground strap,Lazar Mathew,P537,No,AltvetPet Inc.,Home maintenance,"11 Mar, 2020 06:39:55","29 Jan, 2021 06:53:29",$399.70,Yes,$91.17,33,35,20,3,"$13,989.50",No
16000537,Guaiwei,Tina Thomas,P538,No,LexPon Inc.,Home maintenance,"04 Nov, 2020 06:08:53","15 Apr, 2021 12:52:57","$1,796.31",No,$94.85,28,17,20,18,"$30,537.27",Yes
16000538,Gudgeon pin (wrist pin),Tina Thomas,P539,No,MetBeat Corp,Home maintenance,"21 Nov, 2020 06:53:45","24 Nov, 2020 12:45:09","$1,230.79",Yes,$78.99,39,13,10,17,"$16,000.27",No
16000539,Gum arabic,Augustine Paul,P540,No,LexPon Inc.,Home maintenance,"10 Jun, 2019 03:20:56","08 Jul, 2020 12:07:25","$1,287.23",No,$91.69,6,4,20,10,"$5,148.92",Yes
16000540,HC 1000,David Love,P541,Yes,Indiana Ltd.,Home maintenance,"13 Jul, 2020 07:41:14","28 Aug, 2020 11:26:15",$790.55,No,$57.80,22,37,30,10,"$29,250.35",No
16000541,HVAC,Augustine Paul,P542,Yes,Indiana Ltd.,Home maintenance,"21 Jun, 2020 05:54:40","03 Feb, 2021 04:49:33",$812.41,Yes,$38.16,29,36,10,13,"$29,246.76",No
16000542,Hacking knife,Harold Pawlan,P543,No,Lamport Corp,Home maintenance,"09 Jun, 2019 01:17:18","13 Dec, 2020 03:58:47","$1,155.33",Yes,$34.75,10,4,10,5,"$4,621.32",Yes
16000543,Hair clipper,Thomas Mondrake,P544,Yes,MetBeat Corp,Home maintenance,"08 Dec, 2019 11:00:01","28 Feb, 2021 08:47:56","$1,773.99",Yes,$52.33,39,22,20,13,"$39,027.78",No
16000544,Hair gel / Spray,Augustine Paul,P545,No,Lamport Corp,Home maintenance,"18 Dec, 2020 01:00:48","27 Dec, 2020 07:21:51","$1,981.91",No,$62.45,2,34,20,12,"$67,384.94",No
16000545,Half & half,Pete Zachariah,P546,No,Indiana Ltd.,Home maintenance,"13 Nov, 2019 07:43:20","25 Jun, 2020 01:55:06","$1,205.11",No,$43.44,28,23,10,5,"$27,717.53",No
16000546,Halogen,Pete Zachariah,P547,Yes,Lamport Corp,Home maintenance,"01 Nov, 2019 06:20:39","17 Jul, 2020 07:33:23",$546.71,No,$14.22,15,31,20,6,"$16,948.01",No
16000547,Halogen oven,Jasmine Frank,P548,No,NYC Ltd.,Home maintenance,"28 Aug, 2020 08:49:31","17 Dec, 2020 02:15:01","$1,287.90",No,$60.23,25,39,20,10,"$50,228.10",No
16000548,Ham / Pork,Roger Terrence,P549,No,MetBeat Corp,Home maintenance,"19 Dec, 2020 02:37:14","03 Jan, 2021 11:29:32","$1,719.28",Yes,$88.96,1,28,30,5,"$48,139.84",Yes
16000549,Hand axe,Augustine Paul,P550,No,NYC Ltd.,Home maintenance,"15 Oct, 2019 09:26:56","18 Mar, 2020 01:52:39","$1,749.08",Yes,$74.57,21,11,10,18,"$19,239.88",No
16000550,Harmonic balancer,Tina Thomas,P551,Yes,AltvetPet Inc.,Home maintenance,"06 Jun, 2020 08:25:15","05 Jan, 2021 05:49:01","$1,443.99",No,$32.18,32,31,30,3,"$44,763.69",No
16000551,Hatchet,Pete Zachariah,P552,No,AltvetPet Inc.,Home maintenance,"25 Jan, 2021 05:28:39","06 Apr, 2021 10:17:12",$818.89,Yes,$58.48,32,31,10,12,"$25,385.59",No
16000552,Hay knife,Tina Thomas,P553,Yes,AltvetPet Inc.,Home maintenance,"06 Jun, 2019 11:11:19","09 Jun, 2020 12:31:31",$744.76,Yes,$50.16,36,34,30,8,"$25,321.84",No
16000553,Haybox,Roger Terrence,P554,Yes,AltvetPet Inc.,Home maintenance,"14 Dec, 2019 08:30:16","01 Feb, 2020 07:42:22",$180.27,Yes,$57.20,24,25,20,8,"$4,506.75",No
16000554,Headlight,Thomas Mondrake,P555,No,LexPon Inc.,Home maintenance,"26 Apr, 2020 06:31:59","20 Aug, 2020 03:31:45",$164.76,Yes,$69.22,6,26,10,6,"$4,283.76",No
16000555,Headlight motor,Jasmine Frank,P556,No,Indiana Ltd.,Home maintenance,"12 Mar, 2020 12:07:23","26 Oct, 2020 05:30:22","$1,248.91",No,$51.24,32,19,20,17,"$23,729.29",Yes
16000556,Headrest,Harold Pawlan,P557,No,LexPon Inc.,Home maintenance,"31 Mar, 2020 04:49:14","01 Jun, 2020 09:48:00",$322.60,No,$66.18,35,20,30,15,"$6,452.00",Yes
16000557,Heat shield,Roger Terrence,P558,No,AltvetPet Inc.,Home maintenance,"20 Jul, 2019 06:27:11","07 Nov, 2020 09:40:39","$1,718.22",No,$40.04,32,34,10,17,"$58,419.48",No
16000558,Heat sleeving and tape,Tina Thomas,P559,Yes,Indiana Ltd.,Home maintenance,"24 Sep, 2019 07:56:08","08 Sep, 2020 07:39:57","$1,813.65",Yes,$28.60,24,13,30,12,"$23,577.45",Yes
16000559,Heater,Thomas Mondrake,P560,No,AltvetPet Inc.,Home maintenance,"08 Jul, 2019 07:43:53","10 Oct, 2019 07:53:14",$969.22,No,$51.32,12,10,30,11,"$9,692.20",Yes
16000560,Helko,David Love,P561,No,LexPon Inc.,Home maintenance,"15 Jun, 2020 10:04:04","27 Jun, 2020 01:41:42",$713.47,No,$27.13,7,33,20,10,"$23,544.51",No
16000561,Hero,Harold Pawlan,P562,No,Indiana Ltd.,Home maintenance,"14 Dec, 2019 04:53:39","16 Feb, 2020 07:48:40","$1,240.42",Yes,$29.07,29,32,10,19,"$39,693.44",No
16000562,Hero 2,Jasmine Frank,P563,No,Lamport Corp,Home maintenance,"26 Nov, 2019 07:11:44","05 Jun, 2020 09:40:44",$743.55,Yes,$79.67,29,33,30,5,"$24,537.15",No
16000563,Hero 8,David Love,P564,Yes,LexPon Inc.,Home maintenance,"10 Mar, 2020 01:01:58","03 Jun, 2020 06:41:28","$1,352.72",Yes,$97.85,36,27,10,15,"$36,523.44",No
16000564,Hex key,Thomas Mondrake,P565,No,LexPon Inc.,Home maintenance,"22 Jun, 2019 07:06:00","15 Apr, 2020 07:04:37","$1,347.23",Yes,$23.21,44,15,20,19,"$20,208.45",Yes
16000565,Hex nut,Jasmine Frank,P566,Yes,LexPon Inc.,Home maintenance,"29 Aug, 2020 12:31:25","20 Apr, 2021 03:08:13",$766.44,Yes,$88.33,6,37,20,17,"$28,358.28",No
16000566,Hinge,Harold Pawlan,P567,Yes,AltvetPet Inc.,Home maintenance,"21 Mar, 2021 11:37:00","16 Apr, 2021 06:32:40",$412.22,No,$8.68,38,21,10,6,"$8,656.62",No
16000567,Hold-down springs (retainer springs),Tina Thomas,P568,No,"Johnes Inc.,",Home maintenance,"20 Mar, 2021 06:57:41","07 Apr, 2021 09:09:30",$660.44,Yes,$78.97,7,24,10,11,"$15,850.56",No
16000568,Holy trinity (cuisine),Roger Terrence,P569,No,MetBeat Corp,Home maintenance,"31 Oct, 2020 06:53:34","12 Feb, 2021 04:29:39","$1,460.09",No,$43.05,22,24,10,4,"$35,042.16",No
16000569,Honey,Tina Thomas,P570,Yes,Indiana Ltd.,Home maintenance,"26 Jun, 2020 04:49:01","09 Feb, 2021 09:47:18",$954.67,Yes,$85.66,38,14,20,12,"$13,365.38",Yes
16000570,Honey dill,Jasmine Frank,P571,No,"Johnes Inc.,",Home maintenance,"25 Jan, 2021 04:28:07","29 Jan, 2021 01:06:03","$1,752.34",No,$25.66,15,29,30,7,"$50,817.86",Yes
16000571,Hood and trunk release cable,Tina Thomas,P572,No,LexPon Inc.,Home maintenance,"12 Aug, 2019 05:20:46","14 Sep, 2020 06:46:33",$595.17,No,$84.65,20,36,30,2,"$21,426.12",No
16000572,Horn and trumpet horn,Rozario Diego,P573,Yes,"Johnes Inc.,",Home maintenance,"31 Dec, 2020 05:30:16","10 Feb, 2021 12:49:23","$1,082.88",Yes,$70.23,42,26,20,2,"$28,154.88",No
16000573,Horno,Tina Thomas,P574,Yes,Indiana Ltd.,Home maintenance,"21 Feb, 2020 05:23:08","06 Aug, 2020 10:59:06","$1,033.92",Yes,$89.63,35,26,20,12,"$26,881.92",No
16000574,Hose,Thomas Mondrake,P575,No,AltvetPet Inc.,Home maintenance,"04 Jun, 2019 09:20:52","16 Jul, 2020 08:55:17",$559.74,No,$21.83,48,6,10,15,"$3,358.44",Yes
16000575,Hot Box (appliance),Tina Thomas,P576,No,MetBeat Corp,Home maintenance,"18 Mar, 2020 05:30:08","22 Jun, 2020 05:21:08","$1,455.47",Yes,$0.97,19,2,30,5,"$2,910.94",Yes
16000576,Hot dogs,Rozario Diego,P577,Yes,LexPon Inc.,Home maintenance,"05 Feb, 2021 02:42:11","26 Mar, 2021 12:37:13",$347.36,No,$82.18,29,5,20,1,"$1,736.80",Yes
16000577,Hot plate,Roger Terrence,P578,Yes,Indiana Ltd.,Home maintenance,"03 Nov, 2020 11:19:19","05 Nov, 2020 06:38:07","$1,732.64",Yes,$74.23,21,36,10,5,"$62,375.04",No
16000578,Hot sauce,Rozario Diego,P579,Yes,LexPon Inc.,Home maintenance,"17 Apr, 2020 11:19:25","29 Jun, 2020 04:15:01","$1,836.80",Yes,$21.47,20,31,20,11,"$56,940.80",No
16000579,Hubcap,David Love,P580,Yes,"Johnes Inc.,",Home maintenance,"30 Apr, 2020 08:22:54","13 Sep, 2020 09:54:29","$1,921.26",Yes,$23.39,33,32,20,19,"$61,480.32",No
16000580,Hydraulic Detachment Manifold,Augustine Paul,P581,Yes,MetBeat Corp,Home maintenance,"22 Apr, 2020 05:54:57","04 Sep, 2020 07:52:49","$1,874.66",No,$24.60,31,14,30,10,"$26,245.24",Yes
16000581,Hydraulic booster unit,Pete Zachariah,P582,Yes,LexPon Inc.,Home maintenance,"17 Mar, 2020 08:44:04","30 Nov, 2020 02:22:51","$1,856.75",Yes,$84.93,6,34,30,18,"$63,129.50",No
16000582,Hydrolyzed vegetable protein,Rozario Diego,P583,Yes,Indiana Ltd.,Home maintenance,"27 Aug, 2019 03:03:41","22 Feb, 2020 06:13:48",$727.73,No,$51.92,19,7,20,16,"$5,094.11",Yes
16000583,Hydrometer,Pete Zachariah,P584,No,NYC Ltd.,Home maintenance,"03 Dec, 2020 12:41:32","13 Apr, 2021 07:03:07","$1,077.04",Yes,$34.32,31,32,20,10,"$34,465.28",No
16000584,Hypoallergenic vacuum cleaner,Tina Thomas,P585,No,Indiana Ltd.,Home maintenance,"05 Sep, 2019 09:56:29","10 Feb, 2020 04:32:04","$1,788.08",No,$8.50,30,18,30,4,"$32,185.44",Yes
16000585,Ice axe,Tina Thomas,P586,No,AltvetPet Inc.,Home maintenance,"10 Jul, 2019 07:35:26","19 May, 2020 05:08:31",$229.11,Yes,$25.80,29,33,10,12,"$7,560.63",No
16000586,Ice pick,Harold Pawlan,P587,No,Indiana Ltd.,Home maintenance,"24 Feb, 2020 04:58:31","30 Mar, 2020 12:09:21","$1,870.34",No,$38.66,32,17,30,8,"$31,795.78",Yes
16000587,Icing (food),Jasmine Frank,P588,No,LexPon Inc.,Home maintenance,"07 Apr, 2020 08:09:18","03 Nov, 2020 06:22:24",$812.83,Yes,$70.16,25,26,20,15,"$21,133.58",No
16000588,Idler arm,David Love,P589,Yes,NYC Ltd.,Home maintenance,"02 Aug, 2020 07:10:34","28 Jan, 2021 02:39:06",$974.38,Yes,$42.35,10,37,20,6,"$36,052.06",No
16000589,Idler gear,Harold Pawlan,P590,No,LexPon Inc.,Home maintenance,"24 Jan, 2020 03:56:49","25 Jul, 2020 07:31:10",$382.98,No,$83.84,46,6,10,11,"$2,297.88",Yes
16000590,Idol 2,Pete Zachariah,P591,No,MetBeat Corp,Home maintenance,"21 Apr, 2021 04:31:16","21 Apr, 2021 06:42:51","$1,892.76",Yes,$26.32,13,6,10,5,"$11,356.56",Yes
16000591,Idol 2 Mini,Santa Cruz Clara,P592,Yes,MetBeat Corp,Home maintenance,"27 Apr, 2020 03:51:18","15 Oct, 2020 08:49:39","$1,255.76",Yes,$9.15,19,19,20,17,"$23,859.44",Yes
16000592,Idol 2 Mini S,Santa Cruz Clara,P593,Yes,LexPon Inc.,Home maintenance,"03 Feb, 2021 05:01:05","25 Feb, 2021 01:33:27",$808.37,No,$27.18,20,4,20,14,"$3,233.48",Yes
16000593,Idol 2 S,Jasmine Frank,P594,Yes,"Johnes Inc.,",Home maintenance,"14 Jul, 2019 09:10:59","16 Oct, 2020 02:42:41","$1,550.24",Yes,$48.96,11,14,10,10,"$21,703.36",No
16000594,Idol 3 (4.7),Roger Terrence,P595,No,"Johnes Inc.,",Home maintenance,"12 May, 2020 06:30:52","01 Feb, 2021 02:17:54",$724.36,No,$7.34,34,22,30,19,"$15,935.92",Yes
16000595,Idol 3 (5.5),Santa Cruz Clara,P596,No,LexPon Inc.,Home maintenance,"18 Mar, 2021 01:38:51","13 Apr, 2021 12:09:35","$1,109.20",Yes,$18.20,33,7,30,9,"$7,764.40",Yes
16000596,Idol Alpha,Santa Cruz Clara,P597,Yes,AltvetPet Inc.,Home maintenance,"16 Dec, 2019 10:59:07","02 Jul, 2020 04:52:51","$1,777.12",Yes,$60.26,37,2,10,11,"$3,554.24",Yes
16000597,Idol Mini,David Love,P598,No,AltvetPet Inc.,Home maintenance,"25 Jan, 2020 06:45:56","29 May, 2020 08:49:28","$1,909.47",No,$6.45,43,20,10,3,"$38,189.40",No
16000598,Idol S,David Love,P599,Yes,NYC Ltd.,Home maintenance,"26 Jul, 2020 05:40:23","09 Aug, 2020 03:48:13",$430.34,Yes,$93.81,32,2,30,15,$860.68,Yes
16000599,Idol X,David Love,P600,No,Lamport Corp,Home maintenance,"07 Sep, 2020 06:46:05","11 Feb, 2021 06:23:39",$665.32,Yes,$79.45,20,10,10,19,"$6,653.20",No
16000600,Idol X+,Thomas Mondrake,P601,No,"Johnes Inc.,",Home maintenance,"30 Apr, 2020 06:03:27","13 Aug, 2020 02:49:23","$1,167.34",Yes,$55.45,1,22,30,18,"$25,681.48",Yes
16000601,Ignition box,Santa Cruz Clara,P602,Yes,MetBeat Corp,Home maintenance,"15 Dec, 2020 12:23:19","05 Mar, 2021 06:09:07",$753.53,No,$15.69,37,22,30,16,"$16,577.66",Yes
16000602,Ignition coil,Jasmine Frank,P603,No,LexPon Inc.,Home maintenance,"22 Aug, 2019 05:32:31","15 Aug, 2020 03:26:29",$309.83,Yes,$90.28,10,28,20,15,"$8,675.24",No
16000603,Ignition coil parts,David Love,P604,Yes,MetBeat Corp,Home maintenance,"13 Aug, 2019 11:23:46","18 Nov, 2020 12:05:06","$1,772.12",Yes,$19.67,36,20,10,6,"$35,442.40",No
16000604,Ignition magneto,Rozario Diego,P605,Yes,Lamport Corp,Home maintenance,"12 May, 2019 08:39:42","03 Jun, 2020 02:16:06",$524.10,Yes,$4.64,14,38,10,3,"$19,915.80",No
16000605,Ignition switch,Harold Pawlan,P606,Yes,Lamport Corp,Home maintenance,"25 Nov, 2020 05:49:35","22 Feb, 2021 06:41:35",$171.45,Yes,$47.19,32,7,20,14,"$1,200.15",Yes
16000606,Impact driver,Harold Pawlan,P607,Yes,MetBeat Corp,Home maintenance,"15 Apr, 2021 01:25:11","20 Apr, 2021 10:57:38",$721.56,No,$87.46,21,17,30,16,"$12,266.52",Yes
16000607,Indicator lightSensors    Airbag sensors,Pete Zachariah,P608,Yes,LexPon Inc.,Home maintenance,"06 Sep, 2020 06:12:26","14 Apr, 2021 12:08:55","$1,479.89",Yes,$57.55,41,32,20,11,"$47,356.48",No
16000608,Injection-molded parts,Santa Cruz Clara,P609,Yes,Lamport Corp,Home maintenance,"10 Sep, 2019 08:33:57","30 Jun, 2020 10:34:23","$1,904.48",No,$72.22,31,26,30,19,"$49,516.48",Yes
16000609,Inline Clamp-O-Tron,Tina Thomas,P610,No,Indiana Ltd.,Home maintenance,"21 Apr, 2020 09:29:00","23 Nov, 2020 02:03:14","$1,432.00",Yes,$28.32,8,25,30,11,"$35,800.00",Yes
16000610,Inner door handle,Jasmine Frank,P611,No,NYC Ltd.,Home maintenance,"31 Dec, 2020 12:58:59","16 Jan, 2021 01:18:54","$1,267.75",No,$67.22,42,34,30,2,"$43,103.50",No
16000611,Instant hot water dispenser,Tina Thomas,P612,No,"Johnes Inc.,",Home maintenance,"06 Apr, 2020 09:49:49","30 Jan, 2021 05:43:52",$706.84,Yes,$73.16,41,38,10,13,"$26,859.92",No
16000612,Instant potatoes,Augustine Paul,P613,Yes,Lamport Corp,Home maintenance,"14 Jun, 2019 03:58:46","16 Mar, 2020 01:04:52","$1,986.62",No,$25.00,26,12,20,9,"$23,839.44",Yes
16000613,Instrument cluster,Thomas Mondrake,P614,No,Lamport Corp,Home maintenance,"18 Oct, 2020 08:31:20","06 Feb, 2021 01:19:15","$1,110.29",No,$52.62,44,4,20,17,"$4,441.16",Yes
16000614,Intake manifold,Santa Cruz Clara,P615,No,AltvetPet Inc.,Home maintenance,"27 Mar, 2020 04:22:26","31 Aug, 2020 01:19:33","$1,169.94",Yes,$81.17,43,33,30,11,"$38,608.02",No
16000615,Intake manifold gasket,Harold Pawlan,P616,Yes,MetBeat Corp,Home maintenance,"26 Aug, 2020 02:40:31","16 Apr, 2021 12:54:08",$118.59,No,$40.88,49,13,10,8,"$1,541.67",No
16000616,Interior harness,Santa Cruz Clara,P617,No,"Johnes Inc.,",Home maintenance,"09 Oct, 2019 10:37:32","31 Aug, 2020 02:16:56","$1,005.16",Yes,$43.36,11,30,30,11,"$30,154.80",No
16000617,Interior light and lamp,Lazar Mathew,P618,No,Lamport Corp,Home maintenance,"07 Sep, 2019 04:22:53","26 Jun, 2020 10:51:34","$1,154.05",Yes,$42.20,8,17,30,13,"$19,618.85",Yes
16000618,Internet Digital DIOS,Roger Terrence,P619,Yes,LexPon Inc.,Home maintenance,"09 Apr, 2021 11:16:47","13 Apr, 2021 08:06:49","$1,240.39",No,$86.55,46,23,10,18,"$28,528.97",No
16000619,Iris Ohyama RBC-28,Tina Thomas,P620,Yes,NYC Ltd.,Home maintenance,"07 Aug, 2020 07:57:19","03 Feb, 2021 06:32:45","$1,728.22",No,$44.12,8,18,10,4,"$31,107.96",No
16000620,Ironing,Pete Zachariah,P621,Yes,MetBeat Corp,Home maintenance,"28 Sep, 2019 03:53:48","19 Feb, 2021 01:07:25",$112.67,No,$9.54,13,28,30,5,"$3,154.76",Yes
16000621,Isinglass,Pete Zachariah,P622,No,Lamport Corp,Home maintenance,"04 Jan, 2020 06:40:58","06 Jun, 2020 09:36:38","$1,786.94",No,$24.86,40,38,30,6,"$67,903.72",No
16000622,J. A. Henckels,David Love,P623,Yes,"Johnes Inc.,",Home maintenance,"04 Jan, 2021 12:39:53","02 Apr, 2021 12:09:45",$763.87,No,$58.09,47,20,20,4,"$15,277.40",No
16000623,Jam / Jelly / Preserves,Santa Cruz Clara,P624,Yes,Indiana Ltd.,Home maintenance,"22 Jul, 2020 06:51:03","14 Sep, 2020 06:39:20",$462.20,No,$1.71,18,10,20,16,"$4,622.00",Yes
16000624,Jiffy mix,Roger Terrence,P625,Yes,LexPon Inc.,Home maintenance,"26 May, 2020 07:42:43","27 Aug, 2020 01:30:41","$1,337.91",Yes,$46.08,28,13,10,18,"$17,392.83",No
16000625,Juice,Pete Zachariah,P626,No,LexPon Inc.,Home maintenance,"12 Mar, 2020 02:53:57","19 Sep, 2020 04:26:36",$883.90,No,$4.99,9,30,10,16,"$26,517.00",No
16000626,Kajandu,Lazar Mathew,P627,Yes,"Johnes Inc.,",Home maintenance,"25 Jun, 2020 06:04:15","14 Dec, 2020 11:36:30","$1,759.62",No,$13.12,18,24,20,8,"$42,230.88",No
16000627,Kamado,Lazar Mathew,P628,No,"Johnes Inc.,",Home maintenance,"06 Jan, 2020 05:26:40","05 Oct, 2020 08:28:33",$783.75,Yes,$62.66,6,5,10,2,"$3,918.75",Yes
16000628,Kerbodyne ADTP-2-3,Roger Terrence,P629,Yes,"Johnes Inc.,",Home maintenance,"23 Jan, 2021 07:00:29","09 Feb, 2021 06:36:02","$1,934.31",No,$42.66,24,25,30,1,"$48,357.75",Yes
16000629,Ketchup / Mustard,Tina Thomas,P630,No,AltvetPet Inc.,Home maintenance,"09 Apr, 2019 02:15:58","15 Apr, 2019 12:30:12","$1,659.19",Yes,$95.47,27,9,10,2,"$14,932.71",Yes
16000630,Keteriya,Pete Zachariah,P631,Yes,Lamport Corp,Home maintenance,"03 Apr, 2020 06:03:51","15 Jul, 2020 02:56:44","$1,323.46",No,$33.62,39,20,20,5,"$26,469.20",No
16000631,Kettle,Rozario Diego,P632,Yes,Indiana Ltd.,Home maintenance,"01 Nov, 2019 10:14:22","04 Sep, 2020 05:46:05","$1,241.75",Yes,$5.86,35,25,20,10,"$31,043.75",No
16000632,Khurpa,Lazar Mathew,P633,Yes,Indiana Ltd.,Home maintenance,"09 Apr, 2020 12:59:35","09 May, 2020 02:21:40","$1,118.95",No,$26.18,25,27,20,17,"$30,211.65",No
16000633,Kingpin,Tina Thomas,P634,Yes,NYC Ltd.,Home maintenance,"02 Feb, 2021 04:05:25","27 Mar, 2021 07:21:08",$957.45,Yes,$96.79,33,27,10,11,"$25,851.15",No
16000634,Kitchen,Santa Cruz Clara,P635,Yes,"Johnes Inc.,",Home maintenance,"23 Jun, 2019 10:34:36","20 Mar, 2021 07:01:16","$1,414.16",No,$6.29,8,7,10,17,"$9,899.12",Yes
16000635,Kitchen Bouquet,David Love,P636,No,MetBeat Corp,Home maintenance,"29 Mar, 2020 05:42:30","23 Aug, 2020 03:29:24",$141.78,Yes,$21.64,11,33,10,2,"$4,678.74",No
16000636,Kitchener range,Santa Cruz Clara,P637,Yes,Indiana Ltd.,Home maintenance,"30 Jan, 2020 09:34:10","14 Jul, 2020 12:53:59",$350.42,No,$91.25,49,3,30,12,"$1,051.26",Yes
16000637,Knock sensor,Roger Terrence,P638,No,MetBeat Corp,Home maintenance,"16 May, 2019 01:52:51","17 Aug, 2019 01:57:04",$816.25,No,$63.87,35,26,20,9,"$21,222.50",No
16000638,Knuckle,Lazar Mathew,P639,Yes,NYC Ltd.,Home maintenance,"04 Jul, 2020 03:30:00","19 Nov, 2020 01:56:10","$1,977.32",No,$97.49,39,23,20,2,"$45,478.36",No
16000639,Koolvac,Lazar Mathew,P640,Yes,"Johnes Inc.,",Home maintenance,"04 Mar, 2020 09:51:39","08 Mar, 2021 05:33:43","$1,208.83",Yes,$23.12,14,36,20,10,"$43,517.88",No
16000640,Kujiejun,Augustine Paul,P641,Yes,"Johnes Inc.,",Home maintenance,"21 May, 2020 12:16:00","28 Nov, 2020 03:56:44",$892.95,No,$58.80,5,20,30,15,"$17,859.00",Yes
16000641,Kunai,Jasmine Frank,P642,Yes,"Johnes Inc.,",Home maintenance,"10 Jul, 2019 11:29:35","10 Aug, 2020 02:00:52","$1,215.02",No,$39.48,44,16,10,13,"$19,440.32",No
16000642,Kyoto box,Jasmine Frank,P643,Yes,AltvetPet Inc.,Home maintenance,"29 Jan, 2021 02:10:01","25 Mar, 2021 04:24:56","$1,334.49",No,$89.52,40,29,30,19,"$38,700.21",Yes
16000643,Kärcher RC3000,Santa Cruz Clara,P644,Yes,AltvetPet Inc.,Home maintenance,"01 Jan, 2020 05:25:32","28 Mar, 2021 09:12:22","$1,973.66",No,$58.26,47,30,20,3,"$59,209.80",No
16000644,LG Roboking,Tina Thomas,P645,No,Indiana Ltd.,Home maintenance,"13 May, 2019 07:13:34","23 Jan, 2020 11:27:52","$1,739.09",No,$44.40,4,17,10,9,"$29,564.53",No
16000645,LPG (Liquefied petroleum gas) system assembly,Rozario Diego,P646,No,NYC Ltd.,Home maintenance,"02 Nov, 2020 10:18:16","11 Apr, 2021 01:39:12","$1,593.92",Yes,$57.20,38,1,20,15,"$1,593.92",Yes
16000646,LT-1 Landing Struts,Lazar Mathew,P647,Yes,Lamport Corp,Home maintenance,"08 Jun, 2019 04:13:00","23 Sep, 2020 08:16:41",$656.11,Yes,$52.42,25,7,10,7,"$4,592.77",Yes
16000647,LT-2 Landing Strut,Augustine Paul,P648,Yes,NYC Ltd.,Home maintenance,"07 Dec, 2019 10:49:24","19 Jun, 2020 08:30:02",$333.62,No,$92.96,19,39,20,10,"$13,011.18",No
16000648,LT-5 Micro Landing Strut,Harold Pawlan,P649,No,Indiana Ltd.,Home maintenance,"24 Jan, 2020 05:23:19","19 Mar, 2021 11:16:28","$1,256.17",No,$43.61,26,27,30,5,"$33,916.59",Yes
16000649,Label,Tina Thomas,P650,No,NYC Ltd.,Home maintenance,"15 Feb, 2020 08:46:51","15 Nov, 2020 08:44:56",$239.93,Yes,$12.18,36,39,20,19,"$9,357.27",No
