SALESORDERID,Subject,Sales Order Owner,Status,Due Date,Sub Total,Discount,Tax,Adjustments,Grand Total,Created Time,Modified Time,Is Delayed?,Age In Days,Age Tier,,,,,,,,
21001042,ZR-1597758-Barcelona Daybed (Italian Black),Harold Pawlan,Created,28-06-2021 04:09,"13,773.24","1,010.57",214.44,0.23,"12,548",23-05-2021 02:29,15-06-2021 04:32,Yes,36,1. 0 - 60 days,,,,,,,,
21000733,ZR-53650-Barcelona Chair (Aniline Black),Augustine Paul,Delivered,22-06-2021 01:21,"4,417.47",364.77,409.40,0.30,"3,643",23-05-2021 02:27,24-05-2021 07:57,Yes,30,1. 0 - 60 days,,,,,,,,
21001181,ZR-1542052-Barcelona Chair (Aniline White),Lazar Mathew,Approved,30-06-2021 07:40,"15,724.50","1,542.86",289.98,0.34,"13,892",22-05-2021 10:58,24-06-2021 05:15,Yes,39,1. 0 - 60 days,,,,,,,,
21000879,ZR-1570110-Barcelona Chair (Italian Black),Rozario Diego,Delivered,01-07-2021 09:19,"12,471.24",279.10,57.38,0.24,"12,135",22-05-2021 10:44,25-05-2021 07:10,Yes,40,1. 0 - 60 days,,,,,,,,
21002111,ZR-1572932-MODWAY product,Thomas Mondrake,Approved,21-06-2021 07:43,"7,248.54",388.36,356.31,0.14,"6,504",22-05-2021 09:39,19-06-2021 05:58,Yes,30,1. 0 - 60 days,,,,,,,,
21000019,ZR-48786-Barcelona Style Coffee Table (3/4 glass),Thomas Mondrake,Delivered,27-06-2021 05:38,"14,804.26",168.99,138.32,0.05,"14,497",22-05-2021 09:27,20-06-2021 03:58,Yes,36,1. 0 - 60 days,,,,,,,,
21002519,ZR-48756-Barcelona Loveseat (Italian Black),Thomas Mondrake,Created,22-06-2021 05:26,"32,124.14",691.38,"2,146.57",0.19,"29,286",22-05-2021 06:01,19-06-2021 03:11,Yes,31,1. 0 - 60 days,,,,,,,,
21001476,ZR-1570046-Eames Lounge Chair with Ottoman (Italian Black wit,Jasmine Frank,Approved,28-06-2021 03:06,"6,487.19",145.07,329.78,0.34,"6,012",22-05-2021 02:54,27-06-2021 09:15,Yes,37,1. 0 - 60 days,,,,,,,,
21000880,ZR-1537251-Barcelona Sofa (Italian White),Pete Zachariah,Cancelled,23-06-2021 12:15,"28,521.83","1,088.39","2,083.73",0.29,"25,350",22-05-2021 01:40,03-06-2021 10:36,No,32,1. 0 - 60 days,,,,,,,,
21000088,ZR-48659-Barcelona Chair (Aniline Black),Thomas Mondrake,Cancelled,03-07-2021 01:58,"2,635.81",154.72,109.34,0.25,"2,372",21-05-2021 06:53,26-05-2021 08:07,No,43,1. 0 - 60 days,,,,,,,,
21001157,ZR-1627677-Barcelona Chair (Italian Black),Pete Zachariah,Approved,01-07-2021 09:00,"3,117",154,257,0,"2,706",21-05-2021 06:23,28-05-2021 10:44,Yes,41,1. 0 - 60 days,,,,,,,,
21001792,ZR-1542205-LC3 Loveseat (Italian Black),Harold Pawlan,Cancelled,30-06-2021 10:58,"35,719.86",522.62,"2,200.82",0.42,"32,996",21-05-2021 06:22,29-06-2021 01:15,No,40,1. 0 - 60 days,,,,,,,,
21000553,ZR-1570912-Barcelona Daybed (Italian White  Natural),Tina Thomas,Created,01-07-2021 07:59,"5,887.26",162.79,32.27,0.20,"5,692",21-05-2021 05:46,24-06-2021 11:55,Yes,41,1. 0 - 60 days,,,,,,,,
21000033,ZR-50677-Barcelona Chair and Ottoman (Italian White),Jasmine Frank,Approved,29-06-2021 05:15,"1,494.22",95.32,60.16,0.26,"1,339",21-05-2021 02:42,02-06-2021 08:41,Yes,39,1. 0 - 60 days,,,,,,,,
21000273,ZR-1572771-Saarinen Executive Style Chair,Roger Terrence,Created,18-06-2021 12:01,"11,138.06",719.36,998.44,0.26,"9,420",20-05-2021 12:13,05-06-2021 06:03,Yes,29,1. 0 - 60 days,,,,,,,,
21000207,ZR-1507584-Noguchi Coffee Table (Black Wood),Lazar Mathew,Created,01-07-2021 12:42,"3,832.10",233.69,19.04,0.36,"3,579",20-05-2021 11:43,01-07-2021 07:24,Yes,42,1. 0 - 60 days,,,,,,,,
21002957,ZR-1508543-Shell chiar (Italian black with walnut),Jasmine Frank,Delivered,06-06-2021 10:23,"3,152.09",273.14,240.80,0.15,"2,638",20-05-2021 10:44,31-05-2021 04:33,Yes,17,1. 0 - 60 days,,,,,,,,
21001323,ZR-54488-Eames Lounge Chair with Ottoman (Italian Black wit,Tina Thomas,Delivered,24-06-2021 12:41,"18,935.11",299.05,43.48,0.42,"18,593",20-05-2021 07:47,22-06-2021 12:59,Yes,35,1. 0 - 60 days,,,,,,,,
21001194,ZR-1512296-Brno Flat Chair (Italian White),Jasmine Frank,Delivered,30-06-2021 07:22,"12,743.54",362.23,"1,040.57",0.25,"11,341",20-05-2021 05:57,24-06-2021 10:00,Yes,41,1. 0 - 60 days,,,,,,,,
21001622,ZR-1537276-Eames Al Group Ribbed Low Back Management Chair (Italian Black),Pete Zachariah,Delivered,04-06-2021 04:42,"40,610.68","2,461.10","1,158.01",0.43,"36,992",20-05-2021 05:11,27-05-2021 02:05,Yes,15,1. 0 - 60 days,,,,,,,,
21003222,ZR-1511459-Barcelona Chair (Italian White),Tina Thomas,Delivered,12-06-2021 09:59,"19,708.39","1,567.18",396.19,0.02,"17,745",20-05-2021 02:31,22-05-2021 09:23,Yes,23,1. 0 - 60 days,,,,,,,,
21001167,ZR-1507454-Barcelona Chair and Ottoman (Italian Black),Rozario Diego,Cancelled,23-06-2021 12:38,"18,702.31",96.91,"1,035.32",0.07,"17,570",20-05-2021 01:42,15-06-2021 06:28,No,34,1. 0 - 60 days,,,,,,,,
21002694,ZR-1627584-Knoll Loveseat (Italian Choc Brown),Rozario Diego,Delivered,02-06-2021 05:07,"25,304.99",377.89,"1,861.44",0.34,"23,066",19-05-2021 09:59,26-05-2021 02:46,Yes,14,1. 0 - 60 days,,,,,,,,
21001734,ZR-1626687-Barcelona Chair (Aniline White),Augustine Paul,Cancelled,30-06-2021 10:07,"15,926.57","1,324.11",574.02,0.44,"14,028",19-05-2021 09:57,29-06-2021 01:33,No,42,1. 0 - 60 days,,,,,,,,
21000157,ZR-1603650-Eames Lounge Chair with Ottoman (Aniline Black wit,David Love,Delivered,03-07-2021 02:05,"4,000.31",174.70,312.26,0.35,"3,513",19-05-2021 09:51,01-07-2021 08:15,Yes,45,1. 0 - 60 days,,,,,,,,
21000215,ZR-1507428-Barcelona Chair (Italian Brown),Jasmine Frank,Delivered,26-06-2021 12:52,"6,548.79",529.15,125.90,0.26,"5,894",19-05-2021 09:34,22-06-2021 10:14,Yes,38,1. 0 - 60 days,,,,,,,,
21000169,ZR-1599716-Barcelona Bench B (Italian Black),Rozario Diego,Cancelled,29-06-2021 03:31,"11,305.73",333.38,121.06,0.29,"10,851",19-05-2021 08:36,22-06-2021 03:06,No,41,1. 0 - 60 days,,,,,,,,
21000567,ZR-1571876-Knoll Sofa (Italian Black),Tina Thomas,Delivered,27-06-2021 06:09,"9,694.53",547.58,121.91,0.05,"9,025",19-05-2021 08:04,23-06-2021 09:57,Yes,39,1. 0 - 60 days,,,,,,,,
21002492,ZR-50547-Arco Floor Base (Stainless Steel-Marble in White),Pete Zachariah,Cancelled,02-07-2021 12:18,"11,580.69",692.55,392.72,0.43,"10,495",19-05-2021 07:24,02-07-2021 08:50,No,44,1. 0 - 60 days,,,,,,,,
21000894,ZR-1537404-Barcelona Chair (Italian Brown),Harold Pawlan,Delivered,26-06-2021 12:05,"15,659.27",547.49,660.58,0.21,"14,451",19-05-2021 06:04,12-06-2021 05:53,Yes,38,1. 0 - 60 days,,,,,,,,
21002146,ZR-1512356-Eames Lounge Chair with Ottoman (Italian Choc Brow,Lazar Mathew,Approved,02-07-2021 10:11,"7,129.07",37.55,437.30,0.22,"6,654",19-05-2021 04:28,16-06-2021 01:15,Yes,44,1. 0 - 60 days,,,,,,,,
21001619,ZR-53433-LC2 Chair (Aniline Choc Brown),Pete Zachariah,Delivered,29-06-2021 01:40,"47,438.53","1,985.83","4,303.44",0.26,"41,149",19-05-2021 01:35,24-06-2021 05:36,Yes,41,1. 0 - 60 days,,,,,,,,
21001986,ZR-48725-Shell chair (Italian ivory with natural),Rozario Diego,Approved,25-06-2021 05:32,"8,962.40",539.54,798.15,0.29,"7,625",18-05-2021 11:40,11-06-2021 01:16,Yes,38,1. 0 - 60 days,,,,,,,,
21000502,ZR-1512447-Barcelona Chair (Italian Black),Pete Zachariah,Approved,12-06-2021 05:36,"30,761.58","2,681.40","1,788.74",0.45,"26,291",18-05-2021 08:22,28-05-2021 10:03,Yes,25,1. 0 - 60 days,,,,,,,,
21000224,ZR-1543204-Florentia Sectional (Italian Black),Rozario Diego,Cancelled,18-06-2021 08:16,"7,489.09",732.26,129.58,0.26,"6,627",18-05-2021 01:41,20-05-2021 04:48,No,31,1. 0 - 60 days,,,,,,,,
21000823,ZR-1514307-Barcelona Chair (Italian Brown),Tina Thomas,Created,30-05-2021 01:09,"7,024.14",348.28,29.98,0.13,"6,646",18-05-2021 01:36,22-05-2021 10:26,Yes,12,1. 0 - 60 days,,,,,,,,
21000293,ZR-50771-Shell chiar (Italian black with walnut),Thomas Mondrake,Created,01-07-2021 02:52,"9,189.37",890.11,850.09,0.17,"7,449",18-05-2021 01:24,29-06-2021 08:06,Yes,44,1. 0 - 60 days,,,,,,,,
21002441,ZR-1510311-Barcelona Chair (Italian White),Augustine Paul,Cancelled,02-07-2021 06:04,"34,518.99","1,681.36","2,258.88",0.25,"30,579",18-05-2021 01:19,25-06-2021 10:41,No,45,1. 0 - 60 days,,,,,,,,
21000107,ZR-1508391-MODWAY product,Jasmine Frank,Created,29-06-2021 05:19,"27,063.53","1,554.03",729.51,0.01,"24,780",18-05-2021 01:14,25-06-2021 05:15,Yes,42,1. 0 - 60 days,,,,,,,,
21001241,ZR-49776-Eames Lounge Chair with Ottoman (Italian Black wit,David Love,Created,20-06-2021 04:52,"6,707.86",383.74,190.11,0.01,"6,134",18-05-2021 01:05,12-06-2021 05:37,Yes,33,1. 0 - 60 days,,,,,,,,
21000479,ZR-52595-Barcelona Chair and Ottoman (Italian White),David Love,Created,02-07-2021 02:28,"33,182.54","2,583.13","2,582.57",0.17,"28,017",17-05-2021 08:06,28-06-2021 05:31,Yes,46,1. 0 - 60 days,,,,,,,,
21002180,ZR-1542024-Replacement part,Tina Thomas,Delivered,15-06-2021 07:23,"7,468.14",612.12,674.97,0.05,"6,181",16-05-2021 09:50,18-05-2021 09:52,Yes,30,1. 0 - 60 days,,,,,,,,
21000342,ZR-1514311-Barcelona Chair (Aniline Ivory),Roger Terrence,Approved,25-06-2021 05:46,"40,862.76","1,884.07","3,194.65",0.05,"35,784",16-05-2021 07:51,25-06-2021 12:56,Yes,40,1. 0 - 60 days,,,,,,,,
21001809,ZR-1540098-Eames Al Group Ribbed Low Back Management chair (I,Thomas Mondrake,Cancelled,25-06-2021 08:31,"22,781.97",324.11,"1,084.43",0.44,"21,373",16-05-2021 04:06,08-06-2021 04:56,No,40,1. 0 - 60 days,,,,,,,,
21002141,ZR-1509412-Barcelona Chair (Italian Ivory),David Love,Approved,02-07-2021 10:59,"29,643.26","2,588.00","1,575.00",0.25,"25,480",16-05-2021 02:16,20-05-2021 04:28,Yes,47,1. 0 - 60 days,,,,,,,,
21000253,ZR-1537403-Barcelona Chair (Italian White),Augustine Paul,Delivered,03-07-2021 07:47,"29,863.76","2,473.62","2,718.04",0.10,"24,672",16-05-2021 01:31,28-06-2021 01:01,Yes,48,1. 0 - 60 days,,,,,,,,
21001022,ZR-1544161-Barcelona Daybed (Italian White),Santa Cruz Clara,Delivered,25-06-2021 07:18,"19,839.61","1,882.22",111.10,0.29,"17,846",15-05-2021 10:37,18-06-2021 04:40,Yes,41,1. 0 - 60 days,,,,,,,,
21001034,ZR-1573923-Barcelona Chair (Italian White),Augustine Paul,Created,28-06-2021 03:05,"47,170.57","1,360.17","2,303.72",0.31,"43,507",15-05-2021 10:23,27-05-2021 11:00,Yes,44,1. 0 - 60 days,,,,,,,,
21000978,ZR-1539360-Noguchi Table (Dark Walnut),Pete Zachariah,Cancelled,03-07-2021 12:44,"10,957.77",650.06,348.96,0.26,"9,959",15-05-2021 09:14,03-07-2021 04:15,No,49,1. 0 - 60 days,,,,,,,,
21001998,ZR-51638-Barcelona Replacement cushions (Italian White),Santa Cruz Clara,Cancelled,02-06-2021 02:48,"18,172.99","1,124.66","1,319.28",0.05,"15,729",15-05-2021 07:42,20-05-2021 12:24,No,18,1. 0 - 60 days,,,,,,,,
21001020,ZR-1603559-Barcelona Style Coffee Table (3/4 glass),David Love,Approved,02-06-2021 08:00,"42,201.83","2,601.55","3,619.31",0.03,"35,981",15-05-2021 06:54,01-06-2021 02:15,Yes,18,1. 0 - 60 days,,,,,,,,
21001949,ZR-1602751-Barcelona chair (vintage auburn),Rozario Diego,Created,27-06-2021 12:41,"34,435.91","2,638.50","3,129.71",0.30,"28,668",15-05-2021 06:09,18-06-2021 10:25,Yes,43,1. 0 - 60 days,,,,,,,,
21000521,ZR-1572870-Barcelona Daybed (Italian White),Lazar Mathew,Approved,01-07-2021 04:07,"32,358.97","1,872.77",493.85,0.35,"29,992",15-05-2021 05:59,20-06-2021 09:19,Yes,47,1. 0 - 60 days,,,,,,,,
21000005,ZR-1630436-Barcelona Chair and Ottoman (Aniline Choc Brown),Roger Terrence,Approved,02-07-2021 07:53,"16,465.01",788.66,"1,047.52",0.16,"14,629",15-05-2021 04:09,04-06-2021 11:22,Yes,48,1. 0 - 60 days,,,,,,,,
21003209,ZR-53585-Barcelona Daybed (Italian Black),Tina Thomas,Delivered,02-07-2021 01:50,584.04,42.92,1.29,0.17,540,15-05-2021 03:25,03-06-2021 02:14,Yes,48,1. 0 - 60 days,,,,,,,,
21001576,ZR-1603557-LC4(Ponyskin Brown-White),Rozario Diego,Delivered,03-07-2021 01:10,"4,285.14",319.50,381.85,0.20,"3,584",15-05-2021 01:38,03-07-2021 12:38,Yes,49,1. 0 - 60 days,,,,,,,,
21000051,ZR-1597794-Barcelona Chair and Ottoman (Italian Black),Rozario Diego,Approved,21-06-2021 12:02,"25,798.26",834.98,"1,249.88",0.40,"23,713",14-05-2021 11:55,10-06-2021 06:08,Yes,38,1. 0 - 60 days,,,,,,,,
21003024,ZR-1537375-Barcelona Chair (Aniline Camel),Tina Thomas,Created,27-05-2021 12:22,"20,015.48","1,678.87",8.68,0.06,"18,328",14-05-2021 07:55,23-05-2021 06:30,Yes,13,1. 0 - 60 days,,,,,,,,
21001558,ZR-1570112-Barcelona Chair (Italian Black),Tina Thomas,Approved,11-06-2021 12:49,"10,853.63",797.19,865.13,0.31,"9,191",14-05-2021 07:12,05-06-2021 08:18,Yes,28,1. 0 - 60 days,,,,,,,,
21001659,ZR-1509569-Womb Chair and Ottoman (Italian Choc Brown),Augustine Paul,Approved,22-06-2021 11:53,"23,712.99","1,507.91",403.35,0.27,"21,802",14-05-2021 05:52,07-06-2021 07:09,Yes,39,1. 0 - 60 days,,,,,,,,
21000272,ZR-1537405-Barcelona Chair (Aniline Black),Santa Cruz Clara,Created,15-06-2021 04:57,"11,141.89",378.71,413.68,0.50,"10,349",14-05-2021 05:26,02-06-2021 04:38,Yes,32,1. 0 - 60 days,,,,,,,,
21000140,ZR-1543046-Barcelona Bench C (Italian White  Black wood),Tina Thomas,Created,30-06-2021 07:41,"7,736.40",228.87,427.30,0.22,"7,080",13-05-2021 11:35,02-06-2021 09:34,Yes,48,1. 0 - 60 days,,,,,,,,
21003068,ZR-1537376-LC2 Sofa (Italian Choc Brown),Augustine Paul,Delivered,13-06-2021 07:32,"27,549.24","2,533.48",417.51,0.25,"24,598",13-05-2021 08:18,08-06-2021 10:55,Yes,31,1. 0 - 60 days,,,,,,,,
21001768,ZR-53430-Lem Bar Stool (Italian black),Pete Zachariah,Approved,25-06-2021 10:03,"17,250.33","1,000.61",281.23,0.49,"15,968",13-05-2021 08:04,16-06-2021 01:13,Yes,43,1. 0 - 60 days,,,,,,,,
21001462,ZR-1602598-Barcelona Daybed (Italian Black  Light walnut),Harold Pawlan,Approved,25-06-2021 07:00,"3,190.84",155.59,41.19,0.06,"2,994",13-05-2021 07:34,17-05-2021 01:50,Yes,43,1. 0 - 60 days,,,,,,,,
21000509,ZR-50734-Barcelona Chair (Aniline Camel),Augustine Paul,Cancelled,16-06-2021 12:43,"4,583.97",361.86,272.68,0.43,"3,949",13-05-2021 07:22,15-06-2021 07:39,No,34,1. 0 - 60 days,,,,,,,,
21000162,ZR-1571067-Cubo5 Sofa Bed (Italian Black),Santa Cruz Clara,Delivered,21-05-2021 05:25,"22,960.22","1,146.87",894.01,0.33,"20,919",13-05-2021 04:32,14-05-2021 10:44,Yes,8,1. 0 - 60 days,,,,,,,,
21001504,ZR-1508542-Barcelona Chair (Aniline White),Pete Zachariah,Cancelled,02-06-2021 07:19,"23,462.20",845.37,920.61,0.22,"21,696",13-05-2021 02:37,01-06-2021 01:08,No,20,1. 0 - 60 days,,,,,,,,
21003288,ZR-1513349-LC3 Sofa (Italian Black),Tina Thomas,Approved,27-06-2021 10:37,"3,192.54",305.16,203.77,0.40,"2,684",13-05-2021 02:35,13-05-2021 07:20,Yes,45,1. 0 - 60 days,,,,,,,,
21001101,ZR-1507455-Shell Chair (Italian white with natural),Lazar Mathew,Created,23-06-2021 11:25,"28,078.90",72.58,"1,600.16",0.16,"26,406",12-05-2021 11:47,23-06-2021 06:43,Yes,42,1. 0 - 60 days,,,,,,,,
21002364,ZR-1598878-LC3 Sofa (Italian Black),Harold Pawlan,Delivered,04-06-2021 06:29,"13,131.82",27.96,"1,097.86",0.00,"12,006",12-05-2021 08:43,04-06-2021 11:10,Yes,23,1. 0 - 60 days,,,,,,,,
21000136,ZR-50740-Barcelona Chair (Italian Black),Tina Thomas,Created,29-05-2021 08:29,"18,158.26",690.14,354.55,0.43,"17,114",12-05-2021 08:31,26-05-2021 07:35,Yes,17,1. 0 - 60 days,,,,,,,,
21000195,ZR-49710-Lem Bar Stool (Italian black),David Love,Created,04-06-2021 11:00,"30,207","1,403",289,0,"28,515",12-05-2021 07:21,31-05-2021 02:30,Yes,23,1. 0 - 60 days,,,,,,,,
21000312,ZR-1542084-Barcelona Bench A (Aniline Choc Brown),Santa Cruz Clara,Delivered,02-07-2021 03:39,"31,547.62","2,122.65","1,611.97",0.00,"27,813",12-05-2021 02:30,22-06-2021 02:59,Yes,51,1. 0 - 60 days,,,,,,,,
21000082,ZR-1508479-Barcelona Bench A (Italian Black),David Love,Created,23-06-2021 12:38,"8,658.41",8.93,517.53,0.05,"8,132",11-05-2021 12:25,10-06-2021 04:35,Yes,43,1. 0 - 60 days,,,,,,,,
21002552,ZR-1599680-Bromi products,Tina Thomas,Created,03-07-2021 05:49,"2,051.49",188.38,132.30,0.19,"1,731",11-05-2021 12:04,29-06-2021 09:29,Yes,53,1. 0 - 60 days,,,,,,,,
21002018,ZR-1567163-Barcelona Chair (Italian White),Santa Cruz Clara,Approved,29-06-2021 01:32,"17,976.14",850.69,"1,699.59",0.13,"15,426",11-05-2021 11:40,07-06-2021 01:26,Yes,49,1. 0 - 60 days,,,,,,,,
21002084,ZR-52625-Barcelona Chair (Italian Black),Thomas Mondrake,Delivered,29-05-2021 08:30,"6,711.49",559.07,228.28,0.14,"5,924",11-05-2021 03:59,19-05-2021 10:18,Yes,18,1. 0 - 60 days,,,,,,,,
21001491,ZR-1510523-Brno Flat Chair (Italian Black),Pete Zachariah,Delivered,23-06-2021 08:04,963.74,78.34,77.47,0.07,808,11-05-2021 03:54,15-06-2021 10:24,Yes,43,1. 0 - 60 days,,,,,,,,
21000057,ZR-1512260-Barcelona Chair (Italian Black),Roger Terrence,Cancelled,11-06-2021 01:44,"18,573.66","1,808.36",84.80,0.50,"16,681",11-05-2021 03:09,10-06-2021 04:04,No,31,1. 0 - 60 days,,,,,,,,
21001583,ZR-1627581-Knoll sectional right arm return (aniline white),Thomas Mondrake,Created,22-06-2021 12:27,"10,228.33",793.48,780.96,0.12,"8,654",11-05-2021 01:43,06-06-2021 09:36,Yes,42,1. 0 - 60 days,,,,,,,,
21000421,ZR-1599745-Brno Flat Chair (Fabric Light Grey),David Love,Created,20-06-2021 03:13,"6,015.01",38.67,87.89,0.46,"5,888",10-05-2021 06:40,06-06-2021 05:29,Yes,41,1. 0 - 60 days,,,,,,,,
21002327,ZR-52593-Brno Flat Chair (Italian Black),Roger Terrence,Delivered,01-07-2021 07:09,"14,675.46",169.23,227.42,0.19,"14,279",10-05-2021 05:06,30-06-2021 10:23,Yes,52,1. 0 - 60 days,,,,,,,,
21000304,ZR-1508447-Barcelona Chair (Aniline Black),Roger Terrence,Delivered,25-06-2021 05:09,"42,651.42",917.18,"1,772.44",0.20,"39,962",10-05-2021 04:14,22-06-2021 10:34,Yes,46,1. 0 - 60 days,,,,,,,,
21002919,ZR-1567229-Barcelona Chair (Italian White),Harold Pawlan,Delivered,24-06-2021 09:59,"9,744.57",777.81,796.87,0.11,"8,170",09-05-2021 11:38,02-06-2021 11:55,Yes,46,1. 0 - 60 days,,,,,,,,
21002704,ZR-1539358-Saarinen Chiar (Aniline Grey),Rozario Diego,Created,18-06-2021 05:07,"23,590.29",935.30,"2,281.65",0.34,"20,373",09-05-2021 09:22,10-05-2021 11:43,Yes,40,1. 0 - 60 days,,,,,,,,
21000011,ZR-1541094-Eames Lounge Chair with Ottoman (Italian Red with ,Harold Pawlan,Cancelled,29-06-2021 08:58,"6,176.78",17.83,37.50,0.45,"6,121",09-05-2021 07:41,20-06-2021 11:54,No,51,1. 0 - 60 days,,,,,,,,
21001553,ZR-1573798-Barcelona Chair (Aniline Choc Brown),Tina Thomas,Created,20-06-2021 01:43,"1,691.29",134.10,60.92,0.27,"1,496",09-05-2021 01:55,13-06-2021 08:21,Yes,42,1. 0 - 60 days,,,,,,,,
21002167,ZR-49712-PH Artichoke Lamp 24' (White),Thomas Mondrake,Approved,09-06-2021 01:50,"49,398.44","4,818.36","2,615.52",0.44,"41,965",08-05-2021 11:52,08-06-2021 11:00,Yes,32,1. 0 - 60 days,,,,,,,,
21002329,ZR-51508-Barcelona Loveseat (Italian White),Tina Thomas,Approved,25-06-2021 01:42,"22,657.47","1,052.81","1,359.87",0.21,"20,245",08-05-2021 11:37,10-06-2021 03:25,Yes,48,1. 0 - 60 days,,,,,,,,
21000241,ZR-1572898-Barcelona Ottoman Only (Italian Ivory),Pete Zachariah,Approved,30-06-2021 08:12,251.71,5.52,2.76,0.43,243,08-05-2021 07:26,30-06-2021 02:02,Yes,53,1. 0 - 60 days,,,,,,,,
21000461,ZR-1542206-Barcelona Chair (Italian Choc Brown),Lazar Mathew,Delivered,03-07-2021 08:13,"33,733.51","2,112.74","3,067.55",0.22,"28,553",08-05-2021 03:25,02-06-2021 06:13,Yes,56,1. 0 - 60 days,,,,,,,,
21002423,ZR-1573923-Garden Egg Style Chair (Fabric Orange),David Love,Created,08-06-2021 05:36,"15,707.28","1,168.17",577.60,0.49,"13,962",08-05-2021 01:38,31-05-2021 03:23,Yes,31,1. 0 - 60 days,,,,,,,,
21000095,ZR-48720-Shell chiar (Italian black with walnut),Tina Thomas,Delivered,13-06-2021 05:39,"4,594.67",113.27,46.83,0.43,"4,435",07-05-2021 06:52,04-06-2021 05:41,Yes,37,1. 0 - 60 days,,,,,,,,
21000755,ZR-1573862-Eames Al Group Ribbed Low Back Management Chair (Italian Black),Santa Cruz Clara,Approved,12-05-2021 09:40,"36,586.39","2,668.10",262.65,0.36,"33,656",07-05-2021 05:18,07-05-2021 09:24,Yes,5,1. 0 - 60 days,,,,,,,,
21001541,ZR-1597789-LC2 Sofa (Italian Black),Lazar Mathew,Delivered,05-06-2021 09:17,"24,413.90","1,792.08","1,711.66",0.16,"20,910",07-05-2021 01:05,04-06-2021 06:26,Yes,29,1. 0 - 60 days,,,,,,,,
21000113,ZR-49746-Barcelona Daybed (Italian Ivory),Santa Cruz Clara,Cancelled,15-06-2021 10:17,"7,228.67",143.22,582.19,0.27,"6,503",06-05-2021 10:39,15-06-2021 01:41,No,40,1. 0 - 60 days,,,,,,,,
21002655,ZR-48718-Barcelona Chair and Ottoman (Aniline Black),Rozario Diego,Created,16-06-2021 06:06,"7,564.56",439.02,430.52,0.02,"6,695",06-05-2021 05:11,03-06-2021 08:29,Yes,41,1. 0 - 60 days,,,,,,,,
21001869,ZR-1542176-LC3 Style Grand Sofa (Cashmere Grey),Thomas Mondrake,Approved,30-06-2021 04:56,"1,833.11",50.24,94.11,0.24,"1,689",06-05-2021 04:48,28-06-2021 07:09,Yes,55,1. 0 - 60 days,,,,,,,,
21003258,ZR-50579-Barcelona Chair (Italian Ivory),Roger Terrence,Cancelled,26-06-2021 09:56,"14,841.35","1,216.52",289.67,0.16,"13,335",06-05-2021 02:41,16-05-2021 10:08,No,51,1. 0 - 60 days,,,,,,,,
21002785,ZR-49619-Barcelona ottoman only (Italian White),Augustine Paul,Approved,26-06-2021 10:41,"13,623.76",256.08,17.15,0.47,"13,351",05-05-2021 11:47,31-05-2021 05:52,Yes,52,1. 0 - 60 days,,,,,,,,
21000445,ZR-1567966-Eames Lounge Chair with Ottoman (Aniline Black wit,Harold Pawlan,Created,25-06-2021 03:56,"14,646.04","1,183.74",302.86,0.44,"13,159",05-05-2021 05:15,17-06-2021 09:02,Yes,51,1. 0 - 60 days,,,,,,,,
21000120,ZR-48845-Barcelona Daybed (Italian Black),Jasmine Frank,Cancelled,02-07-2021 09:22,"4,538.20",284.69,208.08,0.43,"4,045",05-05-2021 02:51,29-06-2021 06:52,No,58,1. 0 - 60 days,,,,,,,,
21002078,ZR-1569894-Eames Al Group Ribbed Low Back Management Chair (Italian Black),Tina Thomas,Approved,30-06-2021 03:54,"11,326.70",314.92,"1,119.48",0.30,"9,892",05-05-2021 01:12,05-06-2021 10:42,Yes,56,1. 0 - 60 days,,,,,,,,
21003041,ZR-48818-Egg Chair (Aniline Black),Lazar Mathew,Created,03-06-2021 03:41,"20,553.55",908.12,"2,023.28",0.15,"17,622",04-05-2021 11:37,25-05-2021 09:44,Yes,30,1. 0 - 60 days,,,,,,,,
21000098,ZR-54581-ZIGZAG CHAIR,Harold Pawlan,Created,21-06-2021 02:23,"26,211.19","1,998.59",514.82,0.22,"23,698",04-05-2021 09:57,19-06-2021 01:48,Yes,48,1. 0 - 60 days,,,,,,,,
21002231,ZR-1543140-LC4 Chaise Lounge Chair (Aniline Black),Santa Cruz Clara,Approved,27-06-2021 07:09,"26,994.25","2,473.87",195.04,0.33,"24,325",04-05-2021 09:46,10-06-2021 01:10,Yes,54,1. 0 - 60 days,,,,,,,,
21001754,ZR-52692-Eames Lounge Chair with Ottoman (Italian Black wit,Pete Zachariah,Cancelled,05-06-2021 11:10,"16,665.32","1,409.87",253.73,0.28,"15,002",04-05-2021 08:00,06-05-2021 09:38,No,32,1. 0 - 60 days,,,,,,,,
21000199,ZR-1513380-Knoll Sofa (Italian Black),Thomas Mondrake,Created,26-06-2021 09:43,"15,563.76",399.78,"1,354.86",0.12,"13,809",04-05-2021 07:30,25-05-2021 09:16,Yes,53,1. 0 - 60 days,,,,,,,,
21002781,ZR-53617-Barcellona Ottoman only (Aniline Brown),Jasmine Frank,Cancelled,26-06-2021 07:22,"7,524.09",74.00,622.31,0.22,"6,828",04-05-2021 06:33,15-05-2021 05:10,No,53,1. 0 - 60 days,,,,,,,,
21000368,ZR-1542088-Barcelona Loveseat (Italian Black),Jasmine Frank,Created,01-07-2021 08:28,"21,398.65","2,010.16","1,488.21",0.27,"17,900",04-05-2021 06:02,23-05-2021 06:04,Yes,58,1. 0 - 60 days,,,,,,,,
