INVENTORYRELID,Product Name,List Price,Quantity,Total,Discount,Total After Discount,Tax,Net Total,BOOKID
24001343,Chorkor oven,"$1,237.67",7,"$8,663.72",$769.51,"$7,894.20",$660.33,"$7,233.87",24000009
24001344,Tire pressure gauge,"$1,257.04",2,"$2,514.07",$220.78,"$2,293.29",$417.94,"$1,875.35",24000003
24001345,Fan blade,"$1,228.62",8,"$9,828.94",$859.11,"$8,969.83",$727.72,"$8,242.11",24000004
24001347,Communotron 88-88,$530.97,9,"$4,778.71",$388.68,"$4,390.03",$569.51,"$3,820.52",24000009
24001348,ash,"$1,495.18",2,"$2,990.36",$319.85,"$2,670.51",$394.57,"$2,275.94",24000007
24001349,Crank case,"$2,993.03",9,"$26,937.30",$561.44,"$26,375.86","$2,043.13","$24,332.73",24000006
24001393,Carrier assembly,$781.68,3,"$2,345.03",$92.50,"$2,252.53",$377.73,"$1,874.80",24000003
24001394,flute,"$1,974.95",1,"$1,974.95",$104.48,"$1,870.47",$156.58,"$1,713.89",24000002
24001395,manual,"$2,462.99",8,"$19,703.95",$536.93,"$19,167.03","$2,474.86","$16,692.17",24000003
24001397,shower product,"$2,674.52",3,"$8,023.56",$895.29,"$7,128.27",$210.37,"$6,917.89",24000008
24001398,X,$657.22,1,$657.22,$33.45,$623.77,$21.68,$602.09,24000007
24001403,Sandwich toaster,"$1,242.83",6,"$7,457.00",$886.62,"$6,570.38",$944.43,"$5,625.95",24000007
24001404,Exhaust gasket,$949.11,2,"$1,898.22",$185.40,"$1,712.82",$206.84,"$1,505.98",24000005
24001405,cello,$856.02,5,"$4,280.09",$271.11,"$4,008.98",$561.40,"$3,447.58",24000006
24001406,Transmission pan,$526.86,5,"$2,634.29",$237.79,"$2,396.51",$245.12,"$2,151.39",24000006
24001409,BZ-52 Radial Attachment Point,"$3,345.86",1,"$3,345.86",$237.88,"$3,107.98",$502.10,"$2,605.88",24000001
24001410,OT 835,"$1,818.50",6,"$10,911.00","$1,206.86","$9,704.14","$1,189.44","$8,514.70",24000009
24001411,Etui,"$2,413.96",10,"$24,139.56","$2,151.48","$21,988.07","$4,478.77","$17,509.30",24000002
24001412,horn,"$2,076.97",5,"$10,384.84","$1,076.87","$9,307.97","$1,357.91","$7,950.06",24000001
24001423,Kunai,"$1,836.38",7,"$12,854.65",$633.80,"$12,220.84","$1,604.47","$10,616.38",24000003
24001424,Speedometer cable,"$2,624.08",5,"$13,120.42","$1,372.47","$11,747.95","$1,459.21","$10,288.73",24000004
24001425,Hair gel / Spray,"$2,282.46",7,"$15,977.25","$1,553.36","$14,423.89","$2,192.20","$12,231.69",24000008
24001430,Mk1 Fuselage - Intake,"$2,188.43",3,"$6,565.29",$745.05,"$5,820.24",$960.78,"$4,859.47",24000007
24001431,Fuel rail,$723.01,6,"$4,338.04",$492.74,"$3,845.30",$240.03,"$3,605.27",24000004
24001432,Tail light,"$2,478.89",9,"$22,310.00","$1,848.30","$20,461.69","$1,978.43","$18,483.27",24000005
24001433,OT-806,"$1,735.27",8,"$13,882.18",$289.95,"$13,592.23","$2,851.13","$10,741.10",24000008
24001434,Elevon 1,"$2,031.42",7,"$14,219.94","$1,337.81","$12,882.13","$1,678.98","$11,203.15",24000008
24001435,Dynamometer,"$1,409.93",9,"$12,689.33",$285.16,"$12,404.17","$1,527.67","$10,876.50",24000004
24001436,Radiator (fan) shroud,"$2,360.65",10,"$23,606.46","$2,777.19","$20,829.27","$1,949.53","$18,879.74",24000008
24001437,hydrogen,"$1,424.02",7,"$9,968.11",$646.65,"$9,321.46","$1,140.96","$8,180.51",24000004
24001438,Vinegar,"$1,782.93",1,"$1,782.93",$130.75,"$1,652.19",$41.31,"$1,610.87",24000001
24001448,Tomato paste    Varenye,"$1,935.38",3,"$5,806.13",$435.85,"$5,370.28",$298.49,"$5,071.79",24000006
24001449,Water pipe,"$2,021.45",10,"$20,214.54","$1,726.18","$18,488.36","$2,429.56","$16,058.80",24000002
24001450,Standard Canard,"$2,705.01",10,"$27,050.13","$1,747.96","$25,302.17","$4,354.79","$20,947.38",24000004
24001451,OT-E101,"$2,259.45",3,"$6,778.36",$162.24,"$6,616.12","$1,196.34","$5,419.78",24000002
24001452,Barbecue,"$1,106.22",7,"$7,743.54",$232.55,"$7,510.98","$1,342.95","$6,168.03",24000001
24001453,Satsivi,$479.54,2,$959.07,$111.55,$847.52,$153.99,$693.53,24000009
24001454,OT-800 One Touch Tribe,"$1,728.80",8,"$13,830.43",$746.25,"$13,084.18",$886.78,"$12,197.40",24000003
24001459,Frame switch,$136.03,10,"$1,360.30",$49.21,"$1,311.09",$100.09,"$1,211.00",24000005
24001460,banjo,"$2,892.65",3,"$8,677.94",$843.02,"$7,834.92",$293.48,"$7,541.44",24000008
24001461,Seafood Non-stick spray,"$1,065.26",3,"$3,195.78",$175.35,"$3,020.42",$288.26,"$2,732.16",24000008
24001462,Chocolate chips / Cocoa,"$1,312.02",8,"$10,496.12",$280.81,"$10,215.32","$1,875.95","$8,339.37",24000002
24001463,Differential gear,$543.64,9,"$4,892.79",$581.01,"$4,311.77",$320.95,"$3,990.82",24000004
24001464,OT Max,"$1,483.22",5,"$7,416.12",$278.64,"$7,137.48","$1,118.09","$6,019.40",24000009
24001465,Bleach / Detergent Cauliflower,"$2,221.85",6,"$13,331.08",$794.05,"$12,537.03","$1,030.42","$11,506.61",24000008
24001466,OT 320,"$1,080.03",7,"$7,560.23",$836.43,"$6,723.80",$710.39,"$6,013.41",24000001
24001467,Pixi 3 (5.5) LTE,"$1,917.73",4,"$7,670.94",$787.37,"$6,883.56","$1,329.15","$5,554.41",24000009
24001468,Speedometer calibrator,"$2,925.40",8,"$23,403.17","$1,973.74","$21,429.43","$3,312.92","$18,116.52",24000007
24001471,Cam belt,"$1,125.20",5,"$5,626.01",$199.82,"$5,426.18",$620.12,"$4,806.06",24000002
24001477,Pixi 8,"$3,208.02",7,"$22,456.15",$546.76,"$21,909.39","$2,816.48","$19,092.91",24000005
24001478,Ham / Pork,"$2,393.25",7,"$16,752.78",$818.32,"$15,934.46","$2,525.00","$13,409.46",24000007
24001479,bathroom scales,"$2,844.19",4,"$11,376.75","$1,255.66","$10,121.09","$1,680.42","$8,440.67",24000008
24001480,Fuel cooler,"$1,633.20",3,"$4,899.59",$346.81,"$4,552.79",$746.79,"$3,805.99",24000007
24001481,Double-C Seismic Accelerometer,$521.18,2,"$1,042.37",$44.40,$997.97,$199.14,$798.83,24000005
24001487,Steering column switch,$783.39,8,"$6,267.13",$351.98,"$5,915.15",$562.23,"$5,352.91",24000007
24001488,Cake icing / Decorations,"$2,510.72",6,"$15,064.31","$1,553.13","$13,511.19","$2,380.50","$11,130.68",24000005
24001489,oxygen,"$1,833.81",7,"$12,836.65","$1,175.44","$11,661.21","$1,033.97","$10,627.24",24000009
24001490,OT-991,"$1,077.76",5,"$5,388.79",$548.65,"$4,840.14",$466.37,"$4,373.77",24000002
24001491,double bed,"$1,219.23",4,"$4,876.92",$159.49,"$4,717.43",$350.74,"$4,366.69",24000002
24001492,hosepipe product,$463.81,9,"$4,174.29",$113.93,"$4,060.36",$431.84,"$3,628.51",24000006
24001502,Tire iron,"$2,092.85",4,"$8,371.41",$506.59,"$7,864.82",$480.41,"$7,384.41",24000008
24001503,Door control module,"$3,151.92",5,"$15,759.60","$1,011.86","$14,747.74","$2,581.80","$12,165.94",24000001
24001504,Fuel gauge,"$1,178.41",2,"$2,356.82",$147.56,"$2,209.26",$255.96,"$1,953.29",24000007
24001525,doorbell product,"$1,772.41",10,"$17,724.13",$625.54,"$17,098.59","$1,744.64","$15,353.95",24000007
24001526,Command Pod Mk1,$274.15,7,"$1,919.06",$178.43,"$1,740.63",$338.63,"$1,402.00",24000002
24001530,Boiler (water heating),$548.89,5,"$2,744.43",$124.33,"$2,620.09",$441.46,"$2,178.63",24000003
24001538,Thermal immersion circulator,"$2,862.81",8,"$22,902.50","$1,691.31","$21,211.19","$3,957.63","$17,253.56",24000001
24001539,Rocker,"$1,633.35",9,"$14,700.11",$656.77,"$14,043.34","$1,928.44","$12,114.90",24000004
24001540,dustpan and brush,$699.32,9,"$6,293.91",$253.98,"$6,039.93",$651.90,"$5,388.03",24000001
24001541,liqueur,"$2,809.92",7,"$19,669.46","$1,611.77","$18,057.69","$1,567.78","$16,489.91",24000009
24001542,Hacking knife,"$1,833.90",3,"$5,501.71",$142.43,"$5,359.29","$1,026.48","$4,332.81",24000001
24001543,OT-E256,$352.33,3,"$1,057.00",$125.31,$931.70,$129.01,$802.68,24000007
24001544,Tsukamoto Aim ecomo AIM-ROBO1[5],"$1,773.38",2,"$3,546.75",$159.43,"$3,387.32",$224.64,"$3,162.68",24000004
24001545,Connecting rod,$954.19,2,"$1,908.38",$105.41,"$1,802.97",$228.44,"$1,574.53",24000002
24001579,Fuel filter seal,$275.32,5,"$1,376.58",$89.77,"$1,286.81",$136.14,"$1,150.67",24000004
24001580,lager,$173.83,2,$347.67,$29.76,$317.91,$64.47,$253.44,24000009
24001581,TVR-300L Stack Tri-Adapter,"$1,845.59",5,"$9,227.95",$431.92,"$8,796.03","$1,115.92","$7,680.11",24000007
24001582,accordion,$946.22,2,"$1,892.43",$176.82,"$1,715.61",$58.12,"$1,657.49",24000004
24001583,games console,$353.33,7,"$2,473.28",$175.85,"$2,297.44",$102.66,"$2,194.77",24000002
24001584,Fruit,"$1,299.87",10,"$12,998.72",$325.92,"$12,672.79",$256.12,"$12,416.67",24000003
24001611,One Touch Scribe HD-LTE,"$3,056.40",5,"$15,282.00",$706.28,"$14,575.72","$2,482.63","$12,093.09",24000008
24001612,Salad dressing,"$1,756.01",10,"$17,560.10","$1,410.87","$16,149.24",$653.20,"$15,496.04",24000002
24001613,Lumia 620,"$1,482.86",6,"$8,897.14",$353.65,"$8,543.49","$1,682.92","$6,860.57",24000006
24001614,Charcoal / Propane Peaches,$759.59,1,$759.59,$53.61,$705.98,$18.74,$687.24,24000006
24001615,Valve cover,"$1,552.03",5,"$7,760.14",$257.84,"$7,502.30","$1,235.01","$6,267.28",24000005
24001616,Staple gun,"$2,416.14",5,"$12,080.68","$1,357.97","$10,722.71","$2,282.63","$8,440.08",24000008
24001617,Air conditioning system (A/C),$251.43,7,"$1,760.03",$97.75,"$1,662.27",$242.00,"$1,420.28",24000005
24001618,Vodka,"$1,330.51",2,"$2,661.02",$181.69,"$2,479.32",$145.82,"$2,333.51",24000006
24001619,Saké,"$1,111.55",4,"$4,446.20",$101.14,"$4,345.06",$583.63,"$3,761.43",24000008
24001620,Lotion Fries / Tater tots,$756.77,9,"$6,810.97",$247.20,"$6,563.76",$772.03,"$5,791.73",24000002
24001621,painting,"$2,914.79",6,"$17,488.73",$863.84,"$16,624.89","$2,376.58","$14,248.31",24000005
24001638,OT-900,"$1,588.56",8,"$12,708.52",$401.26,"$12,307.26",$252.75,"$12,054.50",24000003
24001639,Bathroom cleaner Carrots,"$2,873.28",3,"$8,619.84",$450.76,"$8,169.08","$1,169.91","$6,999.17",24000005
24001646,Relish,"$1,516.86",1,"$1,516.86",$137.94,"$1,378.92",$86.15,"$1,292.77",24000002
24001647,Tomatoes,$458.38,9,"$4,125.44",$95.59,"$4,029.85",$368.51,"$3,661.34",24000009
24001648,Juice,"$1,312.00",9,"$11,808.00",$688.87,"$11,119.13","$2,099.07","$9,020.06",24000007
24001664,Adjusting mechanism (adjuster star wheel),$548.41,10,"$5,484.15",$556.64,"$4,927.51",$952.92,"$3,974.60",24000008
24001665,Rotisserie,"$1,601.15",5,"$8,005.73",$838.77,"$7,166.96",$959.58,"$6,207.38",24000003
24001666,Etui,"$1,811.35",9,"$16,302.15","$1,649.96","$14,652.19",$727.59,"$13,924.60",24000002
24001667,One Touch Scribe HD-LTE,"$2,295.26",8,"$18,362.07",$515.35,"$17,846.71","$2,098.77","$15,747.94",24000008
24001668,Carrier assembly,$680.20,8,"$5,441.62",$395.08,"$5,046.54",$137.44,"$4,909.09",24000007
24001670,tambourine,$755.88,5,"$3,779.40",$417.72,"$3,361.68",$550.00,"$2,811.67",24000005
24001671,envelopes,"$2,368.92",2,"$4,737.84",$198.10,"$4,539.74",$515.05,"$4,024.68",24000007
24001672,ELLE GlamPhone,"$2,661.99",6,"$15,971.95",$332.31,"$15,639.63","$3,423.13","$12,216.50",24000008
24001673,Brake pump,"$2,798.60",7,"$19,590.18","$1,871.63","$17,718.55","$3,663.65","$14,054.90",24000005
24001682,Piston ring and circlip,"$2,229.31",2,"$4,458.62",$184.48,"$4,274.15",$820.27,"$3,453.87",24000001
24001683,OT-301,"$1,177.48",9,"$10,597.30",$958.44,"$9,638.87","$1,257.27","$8,381.59",24000008
24001684,table,"$1,337.21",10,"$13,372.12","$1,045.60","$12,326.51","$2,629.36","$9,697.15",24000004
24001685,OT-109,"$1,902.41",4,"$7,609.63",$559.39,"$7,050.23",$725.76,"$6,324.47",24000002
24001686,Shift improver,$780.01,8,"$6,240.11",$185.27,"$6,054.85",$217.81,"$5,837.04",24000008
24001687,WC product,"$1,899.21",9,"$17,092.89",$860.68,"$16,232.21",$947.30,"$15,284.91",24000007
24001688,OT-870,"$2,040.63",1,"$2,040.63",$176.82,"$1,863.80",$107.13,"$1,756.68",24000002
24001689,piercing,$673.83,4,"$2,695.31",$87.59,"$2,607.72",$475.98,"$2,131.73",24000008
24001690,manual,"$2,326.08",4,"$9,304.32",$189.22,"$9,115.10","$1,917.93","$7,197.16",24000008
24001691,Clamp-O-Tron Sr. Docking Port,$643.75,8,"$5,150.02",$563.86,"$4,586.16",$296.91,"$4,289.25",24000007
24001694,lipstick,$607.48,1,$607.48,$42.43,$565.05,$32.84,$532.21,24000007
24001695,Brake pump,"$2,239.41",7,"$15,675.84","$1,435.36","$14,240.48",$871.03,"$13,369.46",24000008
24001696,Fuel Pressure sensor,"$1,309.98",3,"$3,929.95",$390.42,"$3,539.53",$297.83,"$3,241.70",24000001
24001697,Overflow tank,$458.44,7,"$3,209.08",$113.57,"$3,095.51",$123.71,"$2,971.80",24000003
24001698,N900,"$1,450.48",3,"$4,351.44",$473.32,"$3,878.12",$330.67,"$3,547.45",24000009
24001699,Pixi 3 (3.5),"$2,391.30",9,"$21,521.70","$2,288.28","$19,233.42","$1,965.22","$17,268.20",24000003
24001700,Asha 200,"$2,451.96",9,"$22,067.60",$641.82,"$21,425.78",$686.07,"$20,739.71",24000008
24001701,Wire stripper,"$1,228.12",8,"$9,824.98","$1,139.39","$8,685.59","$1,414.77","$7,270.82",24000004
24001702,Ham / Pork,"$2,501.95",4,"$10,007.79",$522.63,"$9,485.16","$1,198.58","$8,286.57",24000007
24001703,Wheel cylinder (slave cylinder),$165.24,3,$495.73,$52.88,$442.86,$31.52,$411.34,24000005
24001704,Constant-velocity joint,"$1,231.00",1,"$1,231.00",$102.10,"$1,128.90",$47.18,"$1,081.72",24000005
24001714,OT-317D,"$1,935.33",5,"$9,676.65","$1,118.09","$8,558.56","$1,554.03","$7,004.53",24000002
24001720,Susceptor,$509.52,10,"$5,095.22",$326.92,"$4,768.30",$752.37,"$4,015.93",24000005
24001721,Relay connector,$255.67,5,"$1,278.35",$93.61,"$1,184.74",$95.20,"$1,089.54",24000007
24001722,Kitchen Bouquet,$224.22,9,"$2,017.97",$172.69,"$1,845.28",$236.95,"$1,608.33",24000009
24001723,OT-E100,"$2,365.91",3,"$7,097.72",$205.07,"$6,892.65",$435.01,"$6,457.64",24000009
24001724,Lumia 630 Dual SIM,$450.17,2,$900.35,$54.79,$845.56,$120.00,$725.55,24000003
24001725,Steering arm,"$3,202.58",10,"$32,025.82","$1,547.83","$30,477.99","$6,395.73","$24,082.26",24000001
24001726,OT-V607A,"$1,509.59",1,"$1,509.59",$125.84,"$1,383.75",$160.33,"$1,223.42",24000002
24001727,Diapers Burritos,$715.93,3,"$2,147.78",$51.76,"$2,096.03",$342.69,"$1,753.34",24000003
24001728,X5-01,$400.95,5,"$2,004.75",$74.17,"$1,930.58",$214.81,"$1,715.78",24000003
24001737,spin dryer,"$1,968.28",10,"$19,682.80","$1,357.80","$18,325.00",$857.29,"$17,467.71",24000004
24001738,Nuts / Seeds,$465.81,6,"$2,794.84",$223.16,"$2,571.67",$253.20,"$2,318.47",24000004
24001742,furniture polish,$289.31,3,$867.93,$74.05,$793.88,$137.81,$656.07,24000002
24001743,Clubbing axe,"$2,417.74",4,"$9,670.97",$287.35,"$9,383.63","$1,773.52","$7,610.11",24000007
24001744,TR-2V Stack Decoupler,$848.06,7,"$5,936.45",$197.88,"$5,738.57","$1,108.30","$4,630.27",24000005
24001745,painting,"$2,918.71",7,"$20,430.96",$499.61,"$19,931.35","$2,143.70","$17,787.65",24000003
24001753,sunglasses,"$2,172.82",4,"$8,691.29","$1,010.72","$7,680.56","$1,150.30","$6,530.27",24000002
24001754,hall product,$652.53,2,"$1,305.07",$134.51,"$1,170.56",$43.79,"$1,126.76",24000002
24001755,OT-223,"$2,195.04",9,"$19,755.39","$1,294.56","$18,460.83","$2,018.09","$16,442.74",24000002
24001756,Cake / Cookies,$189.26,10,"$1,892.59",$226.25,"$1,666.33",$158.71,"$1,507.62",24000007
24001767,Dynamic seal,"$1,198.58",3,"$3,595.74",$195.97,"$3,399.77",$95.77,"$3,304.00",24000007
24001768,OT-E259,"$2,254.04",10,"$22,540.42","$2,081.21","$20,459.21",$855.64,"$19,603.57",24000004
24001773,OT-S210,$973.78,8,"$7,790.25",$584.67,"$7,205.58","$1,046.07","$6,159.51",24000004
24001774,Lumia 720,"$1,929.99",6,"$11,579.96",$823.95,"$10,756.01",$482.21,"$10,273.81",24000004
24001775,Pixi 3 (4),"$1,945.07",8,"$15,560.58",$402.21,"$15,158.37",$405.76,"$14,752.60",24000006
24001776,Other cylinder head cover parts,$273.62,8,"$2,188.99",$233.63,"$1,955.36",$177.99,"$1,777.37",24000009
24001782,Conpoy,"$2,029.25",8,"$16,234.01","$1,629.53","$14,604.47","$1,744.86","$12,859.61",24000009
24001783,screwdriver,"$1,001.44",1,"$1,001.44",$108.71,$892.73,$53.75,$838.98,24000004
24001784,Batteries Oranges,"$1,764.93",10,"$17,649.29",$600.13,"$17,049.17","$2,571.87","$14,477.29",24000001
24001785,Temperature gauge,"$1,272.33",10,"$12,723.27",$627.40,"$12,095.87","$2,448.28","$9,647.59",24000001
24001786,Orange flower water,"$1,303.37",3,"$3,910.11",$339.41,"$3,570.70",$284.01,"$3,286.69",24000004
24001787,Champagne,"$2,129.92",9,"$19,169.30","$1,396.91","$17,772.40","$1,032.65","$16,739.74",24000005
24001788,TVR-200 Stack Bi-Coupler,$250.02,3,$750.07,$34.55,$715.51,$43.51,$672.00,24000008
24001789,ABS steel pin,$254.71,10,"$2,547.11",$198.49,"$2,348.62",$132.24,"$2,216.38",24000008
24001790,lead,$551.43,3,"$1,654.28",$83.42,"$1,570.86",$35.24,"$1,535.62",24000006
24001791,guttering product,$166.82,3,$500.45,$45.19,$455.26,$15.61,$439.65,24000002
24001792,Palstave,"$2,232.59",5,"$11,162.96",$251.68,"$10,911.28","$1,055.12","$9,856.16",24000003
24001796,Mixers,$199.96,2,$399.92,$10.20,$389.71,$66.44,$323.28,24000009
24001797,OT 756,"$1,533.36",2,"$3,066.72",$283.79,"$2,782.92",$521.76,"$2,261.17",24000006
24001798,telephone bill product,$917.55,7,"$6,422.82",$476.87,"$5,945.95",$926.96,"$5,018.99",24000001
24001799,Yogurt,"$2,604.77",2,"$5,209.55",$527.05,"$4,682.50",$794.50,"$3,888.00",24000007
24001800,Pizza Rolls,"$1,515.57",2,"$3,031.14",$148.16,"$2,882.99",$359.54,"$2,523.45",24000002
24001801,One Touch Scribe X,$545.01,6,"$3,270.03",$126.40,"$3,143.63",$489.42,"$2,654.21",24000005
24001811,Fuel filter,"$2,727.90",8,"$21,823.19",$713.77,"$21,109.42","$1,004.54","$20,104.88",24000009
24001812,Lumia 505,"$1,627.09",9,"$14,643.77",$481.15,"$14,162.62","$2,315.40","$11,847.21",24000006
24001813,double glazing product,$923.80,4,"$3,695.19",$389.84,"$3,305.36",$509.37,"$2,795.99",24000009
24001814,Hubcap,"$2,870.32",4,"$11,481.28","$1,293.72","$10,187.55",$755.99,"$9,431.56",24000004
24001815,Screw,"$2,816.88",2,"$5,633.76",$146.81,"$5,486.95",$744.85,"$4,742.10",24000002
24001816,Interior light and lamp,"$1,709.56",5,"$8,547.79",$874.86,"$7,672.92","$1,659.88","$6,013.04",24000007
24001817,Coconut milk,$247.87,2,$495.73,$22.00,$473.73,$95.30,$378.43,24000009
24001818,C1-01,"$2,473.16",6,"$14,838.98",$699.26,"$14,139.71","$3,005.85","$11,133.87",24000008
24001828,OT-105,"$1,715.00",5,"$8,574.99",$270.54,"$8,304.45","$1,121.07","$7,183.37",24000003
24001829,swimming trunks,$592.39,7,"$4,146.76",$463.22,"$3,683.54",$73.77,"$3,609.77",24000001
24001830,bath,"$1,556.22",10,"$15,562.20",$695.57,"$14,866.63","$1,743.54","$13,123.09",24000003
24001831,bathroom scales,"$2,898.50",2,"$5,797.00",$693.43,"$5,103.57","$1,028.60","$4,074.97",24000008
24001832,study product,"$1,750.68",3,"$5,252.03",$119.28,"$5,132.75",$600.96,"$4,531.79",24000006
24001833,OT-111,"$1,896.12",4,"$7,584.47",$358.26,"$7,226.21",$613.70,"$6,612.51",24000003
24001834,Ignition coil,$461.23,8,"$3,689.80",$94.68,"$3,595.12",$693.63,"$2,901.50",24000005
24001835,OT-E225,$648.13,2,"$1,296.26",$48.48,"$1,247.78",$127.06,"$1,120.72",24000005
24001836,Exhaust manifold,"$1,771.13",10,"$17,711.32","$1,047.11","$16,664.21","$1,615.96","$15,048.25",24000009
24001855,Gear ring,$226.42,10,"$2,264.21",$180.87,"$2,083.35",$350.84,"$1,732.51",24000008
24001856,Tie rod end,$414.73,2,$829.46,$44.97,$784.50,$167.83,$616.66,24000005
24001858,ice,$481.12,9,"$4,330.07",$173.69,"$4,156.39",$531.61,"$3,624.78",24000006
24001859,purse,"$1,024.27",7,"$7,169.91",$754.55,"$6,415.36","$1,384.89","$5,030.47",24000001
24001860,Spaghetti night Hummus,"$1,526.09",5,"$7,630.47",$732.64,"$6,897.83","$1,216.52","$5,681.31",24000003
24001861,OT-E157,"$2,910.28",8,"$23,282.23","$2,322.89","$20,959.34",$849.52,"$20,109.82",24000008
24001864,Band-aids / Medical,"$1,104.90",10,"$11,049.01",$544.53,"$10,504.48",$427.90,"$10,076.58",24000001
24001865,Gudgeon pin (wrist pin),"$1,826.40",8,"$14,611.21","$1,590.23","$13,020.98","$1,620.27","$11,400.71",24000001
24001873,Power steering assembly and component,$896.49,5,"$4,482.43",$162.47,"$4,319.96",$928.72,"$3,391.24",24000002
24001874,Mattock,$635.74,1,$635.74,$13.43,$622.31,$123.79,$498.52,24000005
24001875,Name plate,"$1,215.10",10,"$12,150.96",$865.54,"$11,285.41",$776.40,"$10,509.02",24000005
24001893,HVAC,"$1,226.54",10,"$12,265.45","$1,082.70","$11,182.75","$1,039.59","$10,143.16",24000004
24001898,Small Hardpoint,"$1,872.35",7,"$13,106.47","$1,291.17","$11,815.30","$1,649.27","$10,166.02",24000003
24001906,gate product,"$1,844.36",3,"$5,533.08",$319.58,"$5,213.49","$1,131.42","$4,082.07",24000004
24001907,Hair gel / Spray,"$3,122.72",6,"$18,736.35",$390.05,"$18,346.30","$2,798.98","$15,547.32",24000006
24001908,helium,"$1,186.08",9,"$10,674.70",$703.84,"$9,970.87","$1,053.05","$8,917.82",24000002
24001909,Hero 2,"$1,227.45",6,"$7,364.70",$535.52,"$6,829.17",$613.17,"$6,216.00",24000001
24001910,bleach,"$2,146.79",4,"$8,587.17",$832.45,"$7,754.72",$709.30,"$7,045.42",24000007
24001911,OT-361,$956.85,1,$956.85,$49.78,$907.08,$48.20,$858.88,24000001
24001912,OT-915,$670.60,1,$670.60,$69.86,$600.73,$84.79,$515.94,24000009
24001913,OT-S211,"$2,809.57",6,"$16,857.44","$1,516.30","$15,341.14","$3,336.32","$12,004.82",24000007
24001914,Idol 3 (4.7),"$1,161.19",5,"$5,805.95",$249.66,"$5,556.29",$816.46,"$4,739.83",24000004
24001915,Pop C1,"$2,551.61",7,"$17,861.27","$1,275.00","$16,586.27",$724.45,"$15,861.82",24000008
24001916,jeans,$118.22,6,$709.35,$77.81,$631.54,$54.77,$576.76,24000004
24001917,X1-00,"$1,291.17",10,"$12,911.67","$1,401.28","$11,510.38","$1,369.06","$10,141.33",24000009
24001918,SwissMedicine,$874.85,6,"$5,249.07",$422.14,"$4,826.93",$644.96,"$4,181.97",24000008
24001919,Almond paste,$233.41,3,$700.22,$44.44,$655.78,$24.89,$630.89,24000009
24001920,bObsweep,$380.03,5,"$1,900.17",$124.61,"$1,775.56",$335.16,"$1,440.41",24000003
24001947,Pitman arm,"$1,161.51",4,"$4,646.03",$430.70,"$4,215.33",$151.82,"$4,063.51",24000009
24001948,Sous-vide cooker,"$1,742.53",6,"$10,455.16","$1,104.49","$9,350.67","$1,354.02","$7,996.65",24000006
24001949,One Touch M'Pop,"$2,405.80",1,"$2,405.80",$260.42,"$2,145.38",$368.84,"$1,776.54",24000002
24001950,saucer,"$1,985.07",4,"$7,940.30",$535.68,"$7,404.61","$1,512.17","$5,892.44",24000004
24001956,Cheese Lip balm,$889.43,8,"$7,115.44",$245.16,"$6,870.28",$382.07,"$6,488.21",24000001
24001957,OT-E207,$662.45,8,"$5,299.59",$502.91,"$4,796.68",$455.58,"$4,341.10",24000009
24001958,Cant hook,$963.31,8,"$7,706.49",$164.43,"$7,542.06",$428.36,"$7,113.70",24000006
24001959,Guaiwei,"$2,953.43",2,"$5,906.86",$618.53,"$5,288.33",$736.37,"$4,551.96",24000007
24001960,English muffins,$307.12,4,"$1,228.48",$74.92,"$1,153.56",$191.53,$962.03,24000007
24001961,Mass flow sensorStarting system    Starter,"$1,708.31",6,"$10,249.84","$1,143.64","$9,106.20",$755.93,"$8,350.27",24000009
24001962,Clutch lever,"$1,285.98",10,"$12,859.81",$507.90,"$12,351.90","$1,459.22","$10,892.68",24000008
24001963,Chili night,"$3,173.56",2,"$6,347.12",$679.64,"$5,667.48",$961.44,"$4,706.04",24000006
24001964,Vinegar,"$1,640.41",6,"$9,842.47",$589.45,"$9,253.02","$1,310.80","$7,942.22",24000002
24001965,Other stuff Melon,"$1,826.44",9,"$16,437.95",$985.48,"$15,452.48","$1,739.66","$13,712.81",24000003
24001966,coat hanger,"$1,054.05",9,"$9,486.46",$371.15,"$9,115.31","$1,291.18","$7,824.13",24000002
24001993,Asparagus,$581.67,4,"$2,326.69",$165.83,"$2,160.86",$112.90,"$2,047.96",24000001
24001994,Tie bar,$413.80,4,"$1,655.20",$174.81,"$1,480.39",$170.75,"$1,309.65",24000005
24001995,OT-995,"$2,230.11",7,"$15,610.75","$1,319.68","$14,291.07","$2,519.76","$11,771.31",24000007
24001996,Other seat componentsPowertrain and chassis,"$2,440.53",1,"$2,440.53",$174.33,"$2,266.20",$342.71,"$1,923.49",24000006
24001998,chest of drawers,"$2,418.09",5,"$12,090.46","$1,112.41","$10,978.06","$1,069.87","$9,908.19",24000003
24001999,Speedometer gear,"$2,092.55",6,"$12,555.32","$1,153.92","$11,401.40",$836.38,"$10,565.02",24000009
24002000,alloy,"$1,291.56",3,"$3,874.68",$109.80,"$3,764.88",$742.92,"$3,021.96",24000001
24002010,housework product,"$1,961.88",9,"$17,656.92",$804.24,"$16,852.68","$2,791.37","$14,061.31",24000005
24002011,Cooking base,"$2,286.04",1,"$2,286.04",$88.57,"$2,197.47",$182.00,"$2,015.47",24000003
24002012,Energy regulator,"$2,067.84",5,"$10,339.19",$308.66,"$10,030.53","$1,139.79","$8,890.73",24000009
