INVENTORYRELID,Product Name,List Price,Quantity,Total,Discount,Total after Discount,Tax,Net Total,BOOKID
18000774,tambourine,$511.756,8,"$4,094.05",$40.941,"$4,053.11",$40.941,"$4,094.05",24000001
18000775,shed product,"$1,875.922",6,"$11,255.533",$450.221,"$10,805.312",$112.555,"$10,917.867",24000009
18000776,TVR-300L Stack Tri-Adapter,"$1,142.777",8,"$9,142.213",$274.266,"$8,867.946",$91.422,"$8,959.368",24000008
18000777,Whiskey,"$1,522.928",8,"$12,183.421",$243.668,"$11,939.753",$487.337,"$12,427.09",24000009
18000778,Fish tape,"$1,626.791",2,"$3,253.583",$65.072,"$3,188.511",$32.536,"$3,221.047",24000005
18000779,Wheel cylinder (slave cylinder),$107.981,5,$539.903,$16.197,$523.706,$16.197,$539.903,24000006
18000780,central heating product,$559.27,1,$559.27,$0,$559.27,$0,$559.27,24000009
18000781,dustbin,$304.585,10,"$3,045.853",$0,"$3,045.853",$121.834,"$3,167.688",24000006
18000782,Lumia 635,$933.448,5,"$4,667.241",$140.017,"$4,527.224",$140.017,"$4,667.241",24000009
18000783,pullover,$198.431,3,$595.292,$5.953,$589.339,$23.812,$613.151,24000001
18000784,Staple knocker,$140.346,8,"$1,122.765",$0,"$1,122.765",$0,"$1,122.765",24000003
18000785,Asha 230,"$1,438.98",1,"$1,438.98",$0,"$1,438.98",$43.169,"$1,482.149",24000003
18000786,Chocolate chip,"$1,659.906",4,"$6,639.624",$66.396,"$6,573.228",$199.189,"$6,772.417",24000006
18000787,"Universal joint (UJ, cardan joint)Miscellaneous auto parts",$785.963,8,"$6,287.707",$125.754,"$6,161.953",$188.631,"$6,350.584",24000006
18000788,OT-800 One Touch CHROME,"$1,340.978",6,"$8,045.866",$0,"$8,045.866",$160.917,"$8,206.783",24000009
18000789,OT-908,$833.148,10,"$8,331.48",$166.63,"$8,164.85",$166.63,"$8,331.48",24000008
18000790,Butter / Margarine,"$1,613.188",9,"$14,518.693",$290.374,"$14,228.319",$0,"$14,228.319",24000001
18000791,Elevon 1,"$1,409.417",2,"$2,818.834",$112.753,"$2,706.081",$84.565,"$2,790.646",24000002
18000792,SP-W 2x3 Photovoltaic Panels,$571.286,6,"$3,427.717",$34.277,"$3,393.44",$34.277,"$3,427.717",24000004
18000793,OT-600,$431.287,6,"$2,587.722",$51.754,"$2,535.968",$103.509,"$2,639.477",24000007
18000794,Kamado,$768.072,9,"$6,912.651",$69.127,"$6,843.524",$0,"$6,843.524",24000003
18000795,stool,"$1,568.413",3,"$4,705.238",$47.052,"$4,658.186",$141.157,"$4,799.343",24000001
18000796,OT-C825,$897.302,10,"$8,973.02",$358.921,"$8,614.1",$269.191,"$8,883.29",24000004
18000797,Hood and trunk release cable,$607.069,4,"$2,428.276",$72.848,"$2,355.428",$24.283,"$2,379.711",24000003
18000798,OT Gum db,"$1,253.245",2,"$2,506.49",$50.13,"$2,456.36",$25.065,"$2,481.425",24000008
18000799,piccolo,$487.077,7,"$3,409.539",$0,"$3,409.539",$136.382,"$3,545.921",24000004
18000800,Potato / Corn chips Light bulbs,"$1,134.968",8,"$9,079.748",$90.797,"$8,988.95",$90.797,"$9,079.748",24000001
18000801,slippers,"$1,296.561",6,"$7,779.364",$233.381,"$7,545.983",$233.381,"$7,779.364",24000003
18000802,OT 735i,$307.697,8,"$2,461.577",$73.847,"$2,387.73",$98.463,"$2,486.193",24000005
18000803,Paslode Impulse,$343.696,1,$343.696,$13.748,$329.948,$0,$329.948,24000003
18000804,X6 8GB,"$1,441.716",1,"$1,441.716",$57.669,"$1,384.047",$0,"$1,384.047",24000006
18000805,OT-300,$216.536,9,"$1,948.82",$77.953,"$1,870.867",$38.976,"$1,909.843",24000003
18000806,OT-C555,$261.479,8,"$2,091.835",$20.918,"$2,070.917",$20.918,"$2,091.835",24000003
18000807,harp,"$1,585.209",4,"$6,340.835",$0,"$6,340.835",$0,"$6,340.835",24000005
18000808,Fuel pump,$248.231,1,$248.231,$7.447,$240.784,$4.965,$245.748,24000005
18000809,OT Easy db,"$1,494.361",9,"$13,449.248",$268.985,"$13,180.263",$268.985,"$13,449.248",24000001
18000810,Ceramic tile cutter,$199.907,3,$599.721,$5.997,$593.724,$0,$593.724,24000002
18000811,Bakery mix,$707.056,4,"$2,828.223",$84.847,"$2,743.376",$113.129,"$2,856.505",24000002
18000812,Pizza night,$555.589,5,"$2,777.944",$111.118,"$2,666.827",$83.338,"$2,750.165",24000008
18000813,Dual circuit brake system,$641.532,8,"$5,132.255",$51.323,"$5,080.933",$102.645,"$5,183.578",24000003
18000814,Horn and trumpet horn,"$1,072.053",3,"$3,216.158",$32.162,"$3,183.996",$32.162,"$3,216.158",24000002
18000815,oil,$191.042,8,"$1,528.339",$45.85,"$1,482.489",$15.283,"$1,497.772",24000003
18000816,OT-C750,$543.824,5,"$2,719.121",$27.191,"$2,691.93",$0,"$2,691.93",24000006
18000817,Carburetor parts,"$1,866.973",6,"$11,201.837",$336.055,"$10,865.782",$0,"$10,865.782",24000008
18000818,Seat cover,$474.54,7,"$3,321.777",$33.218,"$3,288.559",$132.871,"$3,421.43",24000007
18000819,Splitting maul,$370.499,2,$740.997,$22.23,$718.767,$22.23,$740.997,24000007
18000820,LG Roboking,"$1,634.747",1,"$1,634.747",$32.695,"$1,602.052",$0,"$1,602.052",24000005
18000821,safety pin,$977.542,2,"$1,955.084",$58.653,"$1,896.431",$58.653,"$1,955.084",24000001
18000822,nut,"$1,328.053",3,"$3,984.159",$79.683,"$3,904.476",$159.366,"$4,063.842",24000005
18000823,telephone bill product,$889.019,7,"$6,223.134",$62.231,"$6,160.902",$186.694,"$6,347.596",24000006
18000824,light switch,$442.837,10,"$4,428.374",$0,"$4,428.374",$0,"$4,428.374",24000003
18000825,Kerbodyne ADTP-2-3,"$1,973",5,"$9,865.001",$0,"$9,865.001",$0,"$9,865.001",24000002
18000826,OT-C555,$261.479,4,"$1,045.918",$10.459,"$1,035.458",$31.378,"$1,066.836",24000004
18000827,Conpoy,"$1,788.168",1,"$1,788.168",$35.763,"$1,752.405",$35.763,"$1,788.168",24000008
18000828,AV-R8 Winglet,"$1,124.961",1,"$1,124.961",$44.998,"$1,079.962",$44.998,"$1,124.961",24000007
18000829,Wiring connectorInterior    Dash PanelsFloor components and parts    Carpet and other floor material,$980.453,8,"$7,843.627",$235.309,"$7,608.319",$78.436,"$7,686.755",24000004
18000830,Water temperature meterIgnition system    Coil wire,$885.512,8,"$7,084.093",$141.682,"$6,942.411",$212.523,"$7,154.934",24000001
18000831,Pop Icon,$888.162,6,"$5,328.975",$159.869,"$5,169.106",$159.869,"$5,328.975",24000002
18000832,marble,$347.173,3,"$1,041.518",$10.415,"$1,031.102",$10.415,"$1,041.518",24000003
18000833,Lumia 620,$984.989,7,"$6,894.922",$206.848,"$6,688.074",$275.797,"$6,963.871",24000007
18000834,swimming pool product,"$1,239.618",9,"$11,156.561",$223.131,"$10,933.43",$446.262,"$11,379.692",24000006
18000835,Oil strainerExhaust system,"$2,073.042",4,"$8,292.167",$331.687,"$7,960.48",$0,"$7,960.48",24000001
18000836,Olives,"$1,383.56",6,"$8,301.36",$166.027,"$8,135.333",$166.027,"$8,301.36",24000008
18000837,Flash,$449.702,2,$899.405,$0,$899.405,$26.982,$926.387,24000004
18000838,fuse,"$1,438.805",1,"$1,438.805",$28.776,"$1,410.029",$14.388,"$1,424.417",24000005
18000839,Standard components (food processing),"$1,059.72",1,"$1,059.72",$42.389,"$1,017.332",$31.792,"$1,049.123",24000001
18000840,OT-668,"$1,176.618",2,"$2,353.235",$70.597,"$2,282.638",$47.065,"$2,329.703",24000006
18000841,Pets TV dinners,"$1,939.353",2,"$3,878.707",$116.361,"$3,762.346",$0,"$3,762.346",24000001
18000842,brake pedal,"$1,702.764",2,"$3,405.529",$68.111,"$3,337.418",$68.111,"$3,405.529",24000009
18000843,Cat's paw (nail puller),"$1,047.257",2,"$2,094.514",$62.835,"$2,031.678",$20.945,"$2,052.623",24000002
18000844,Orange Klif,$589.904,3,"$1,769.712",$17.697,"$1,752.014",$0,"$1,752.014",24000005
18000845,mercury,"$1,284.553",10,"$12,845.526",$513.821,"$12,331.705",$128.455,"$12,460.16",24000004
18000846,lipstick,$460.661,10,"$4,606.608",$0,"$4,606.608",$184.264,"$4,790.873",24000001
18000847,kitchen product,"$1,318.214",9,"$11,863.93",$355.918,"$11,508.012",$0,"$11,508.012",24000007
18000848,tap,"$1,090.606",1,"$1,090.606",$32.718,"$1,057.888",$43.624,"$1,101.512",24000006
18000849,Halogen,$574.049,3,"$1,722.147",$0,"$1,722.147",$51.664,"$1,773.811",24000004
18000850,cookery book,"$1,759.176",7,"$12,314.23",$0,"$12,314.23",$369.427,"$12,683.656",24000004
18000851,A/C low-pressure valve,$273.192,9,"$2,458.73",$0,"$2,458.73",$49.175,"$2,507.905",24000009
18000852,drive product,$431.776,6,"$2,590.657",$51.813,"$2,538.844",$25.907,"$2,564.75",24000003
18000853,fuse box,"$1,417.09",5,"$7,085.451",$70.855,"$7,014.597",$141.709,"$7,156.306",24000008
18000854,Float (woodworking),"$1,614.925",4,"$6,459.7",$258.388,"$6,201.312",$0,"$6,201.312",24000006
18000855,Mustard (condiment),$761.351,5,"$3,806.753",$114.203,"$3,692.55",$152.27,"$3,844.82",24000002
18000856,OT-380,$262.627,2,$525.254,$21.01,$504.244,$15.758,$520.002,24000007
18000857,Pixi 3 (8) 3G,"$1,253.817",6,"$7,522.904",$300.916,"$7,221.988",$150.458,"$7,372.446",24000002
18000858,Coconut milk,$174.833,4,$699.332,$20.98,$678.352,$6.993,$685.345,24000001
18000859,Brown Bobby,$853.658,9,"$7,682.922",$153.658,"$7,529.264",$230.488,"$7,759.752",24000008
18000860,Fuel tank (or fuel filler) doorWindows    Glass,$961.757,6,"$5,770.544",$57.705,"$5,712.838",$173.116,"$5,885.955",24000008
18000861,mouse,"$1,761.516",2,"$3,523.032",$105.691,"$3,417.342",$70.461,"$3,487.802",24000009
18000862,C2-05,"$1,522.897",5,"$7,614.486",$304.579,"$7,309.907",$228.435,"$7,538.341",24000003
18000863,Mk2 Clamp-O-Tron[Note 1],$326.216,7,"$2,283.512",$91.34,"$2,192.171",$91.34,"$2,283.512",24000006
18000864,Shampoo / Conditioner,$268.609,4,"$1,074.438",$0,"$1,074.438",$0,"$1,074.438",24000002
18000865,Mess kit,$291.439,7,"$2,040.07",$81.603,"$1,958.467",$20.401,"$1,978.868",24000001
18000866,bracelet,$612.657,1,$612.657,$12.253,$600.404,$18.38,$618.784,24000002
18000867,Decklid,$163.847,4,$655.387,$6.554,$648.833,$13.108,$661.941,24000001
18000868,Brake drum,"$1,764.024",9,"$15,876.215",$0,"$15,876.215",$476.286,"$16,352.501",24000007
18000869,Satsivi,$313.311,2,$626.622,$0,$626.622,$6.266,$632.888,24000001
18000870,Water pump gasket,$698.989,1,$698.989,$20.97,$678.019,$27.96,$705.979,24000007
18000871,drums,$209.552,5,"$1,047.762",$0,"$1,047.762",$41.91,"$1,089.672",24000008
18000872,Rice cooker,"$1,227.617",10,"$12,276.173",$122.762,"$12,153.411",$122.762,"$12,276.173",24000003
18000873,Tomatoes,$287.027,6,"$1,722.164",$0,"$1,722.164",$51.665,"$1,773.828",24000003
18000874,Engine compartment harness,$354.916,7,"$2,484.408",$49.688,"$2,434.72",$74.532,"$2,509.252",24000003
18000875,Small Gear Bay,"$1,511.387",6,"$9,068.32",$0,"$9,068.32",$0,"$9,068.32",24000006
18000876,Aerodynamic Nose Cone,"$1,020.133",9,"$9,181.194",$91.812,"$9,089.383",$91.812,"$9,181.194",24000003
18000877,OT Club +,"$1,407.938",2,"$2,815.875",$112.635,"$2,703.24",$56.318,"$2,759.558",24000003
18000878,needle,$302.255,6,"$1,813.53",$0,"$1,813.53",$18.135,"$1,831.665",24000007
18000879,Antidiarrheal,"$1,202.926",4,"$4,811.702",$0,"$4,811.702",$144.351,"$4,956.053",24000003
18000880,Themed meals,$307.516,1,$307.516,$9.225,$298.291,$9.225,$307.516,24000004
18000881,EAS-4 Strut Connector,"$1,292.53",2,"$2,585.059",$103.402,"$2,481.657",$0,"$2,481.657",24000003
18000882,Bleed nipple,"$1,295.733",9,"$11,661.595",$116.616,"$11,544.979",$233.232,"$11,778.21",24000007
18000883,OT-E207,$482.139,9,"$4,339.247",$0,"$4,339.247",$130.177,"$4,469.424",24000002
18000884,Bench seat,$149.747,3,$449.24,$13.477,$435.763,$4.492,$440.255,24000005
18000885,Speedometer,"$1,999.127",6,"$11,994.76",$119.948,"$11,874.812",$479.79,"$12,354.603",24000002
18000886,back door product,$598.71,2,"$1,197.42",$47.897,"$1,149.523",$35.923,"$1,185.446",24000009
18000887,Seat cover,$484.126,10,"$4,841.262",$0,"$4,841.262",$145.238,"$4,986.5",24000004
18000888,Lumia 920,"$1,770.587",5,"$8,852.938",$354.118,"$8,498.82",$0,"$8,498.82",24000003
18000889,Mk3 Cargo Bay CRG-100,"$1,171.39",10,"$11,713.905",$234.278,"$11,479.627",$234.278,"$11,713.905",24000008
18000890,OT-303,"$1,229.471",3,"$3,688.412",$0,"$3,688.412",$0,"$3,688.412",24000002
18000891,stereo,$228.565,5,"$1,142.824",$34.285,"$1,108.54",$34.285,"$1,142.824",24000002
18000892,desktop computer,$725.306,9,"$6,527.756",$0,"$6,527.756",$0,"$6,527.756",24000003
18000893,C2-02,$642.327,4,"$2,569.309",$25.693,"$2,543.616",$25.693,"$2,569.309",24000008
18000894,boxer shorts,"$1,704.333",8,"$13,634.663",$0,"$13,634.663",$545.387,"$14,180.05",24000009
18000895,Transfer case,"$1,984.006",3,"$5,952.019",$0,"$5,952.019",$0,"$5,952.019",24000004
18000896,OT-985,"$1,578.649",4,"$6,314.595",$252.584,"$6,062.011",$252.584,"$6,314.595",24000002
18000897,Asha 300,"$1,155.123",3,"$3,465.368",$69.307,"$3,396.061",$138.615,"$3,534.676",24000001
18000898,Asha 501,$727.481,10,"$7,274.814",$218.244,"$7,056.569",$218.244,"$7,274.814",24000001
18000899,Sandwich toaster,$901.669,3,"$2,705.006",$54.1,"$2,650.906",$108.2,"$2,759.106",24000009
18000900,Parsley,$809.721,4,"$3,238.885",$0,"$3,238.885",$97.167,"$3,336.051",24000005
18000901,Door latch,$365.375,4,"$1,461.5",$58.46,"$1,403.04",$0,"$1,403.04",24000004
18000902,Olive oilSnacks,"$1,594.625",3,"$4,783.876",$0,"$4,783.876",$191.355,"$4,975.231",24000006
18000903,Mk1 Fuselage - Intake,"$1,361.879",1,"$1,361.879",$40.856,"$1,321.023",$40.856,"$1,361.879",24000003
18000904,needle,$295.958,5,"$1,479.79",$44.394,"$1,435.396",$59.192,"$1,494.588",24000007
18000905,Crankshaft position sensor,"$1,235.356",10,"$12,353.56",$370.607,"$11,982.953",$370.607,"$12,353.56",24000002
18000906,Mk1 Cockpit,$309.783,6,"$1,858.7",$55.761,"$1,802.939",$18.587,"$1,821.526",24000001
18000907,Taping knife,"$1,877.743",2,"$3,755.486",$0,"$3,755.486",$150.219,"$3,905.705",24000004
18000908,Gudgeon pin (wrist pin),"$1,193.868",7,"$8,357.074",$0,"$8,357.074",$83.571,"$8,440.645",24000004
18000909,ring,$751.697,1,$751.697,$7.517,$744.18,$7.517,$751.697,24000002
18000910,light switch,$452.16,1,$452.16,$18.086,$434.074,$4.522,$438.596,24000003
18000911,sun lounge product,$396.743,4,"$1,586.971",$15.87,"$1,571.101",$0,"$1,571.101",24000009
18000912,liqueur,"$1,822.796",4,"$7,291.183",$0,"$7,291.183",$291.647,"$7,582.83",24000004
18000913,Air conditioning harness,$528.869,8,"$4,230.956",$126.929,"$4,104.027",$0,"$4,104.027",24000004
18000914,OT-E805,$317.823,4,"$1,271.292",$0,"$1,271.292",$38.139,"$1,309.43",24000004
18000915,OT-997,$521.557,2,"$1,043.115",$10.431,"$1,032.684",$20.862,"$1,053.546",24000006
18000916,Exhaust hood,$794.732,10,"$7,947.319",$317.893,"$7,629.427",$79.473,"$7,708.9",24000007
18000917,Exhaust flange gasket,$607.069,4,"$2,428.275",$97.131,"$2,331.144",$0,"$2,331.144",24000002
18000918,chimney product,$239.169,2,$478.337,$4.783,$473.554,$9.567,$483.12,24000006
18000919,OT-508A,"$1,981.964",7,"$13,873.747",$138.737,"$13,735.01",$416.212,"$14,151.223",24000004
18000920,Transmission pan,$346.531,2,$693.062,$13.861,$679.201,$27.722,$706.923,24000004
18000921,cookery book,"$1,946.322",9,"$17,516.898",$700.676,"$16,816.223",$175.169,"$16,991.393",24000002
18000922,Coconut milk powder,$924.617,10,"$9,246.169",$277.385,"$8,968.784",$369.847,"$9,338.631",24000005
18000923,Arkalochori Axe,"$1,149.003",2,"$2,298.007",$68.94,"$2,229.066",$22.98,"$2,252.046",24000008
18000924,Multicooker,$440.641,9,"$3,965.766",$118.973,"$3,846.793",$0,"$3,846.793",24000007
18000925,meths,$177.231,9,"$1,595.082",$15.951,"$1,579.131",$15.951,"$1,595.082",24000007
18000926,Tuna / Chicken,"$1,046.284",10,"$10,462.842",$104.628,"$10,358.213",$313.885,"$10,672.098",24000003
18000927,Idol Alpha,"$1,883.752",7,"$13,186.268",$263.725,"$12,922.542",$527.451,"$13,449.992",24000002
18000928,Washer hoseOther miscellaneous parts    Adhesive tape and foil,"$1,659.815",6,"$9,958.891",$0,"$9,958.891",$298.767,"$10,257.657",24000001
18000929,MPL-50,"$2,072.1",1,"$2,072.1",$82.884,"$1,989.216",$62.163,"$2,051.379",24000008
18000930,Jiffy mix,"$1,337.908",1,"$1,337.908",$53.516,"$1,284.391",$40.137,"$1,324.528",24000001
18000931,Dashboard,"$1,149.094",5,"$5,745.472",$0,"$5,745.472",$229.819,"$5,975.29",24000003
18000932,Fuel gauge,$790.962,2,"$1,581.923",$15.819,"$1,566.104",$31.638,"$1,597.742",24000006
18000933,Oil pressure sensor,"$2,095.278",5,"$10,476.388",$209.528,"$10,266.86",$0,"$10,266.86",24000006
18000934,Tandoor,"$1,742.36",2,"$3,484.72",$139.389,"$3,345.331",$0,"$3,345.331",24000007
18000935,Yuxiang,$332.203,4,"$1,328.813",$13.288,"$1,315.525",$53.153,"$1,368.678",24000009
18000936,shower room product,$743.083,10,"$7,430.83",$0,"$7,430.83",$0,"$7,430.83",24000001
18000937,Roof rack,$911.973,1,$911.973,$9.12,$902.853,$9.12,$911.973,24000008
18000938,sandals,"$1,102.282",7,"$7,715.976",$308.639,"$7,407.336",$0,"$7,407.336",24000001
18000939,OT-606 One Touch CHAT,"$1,893.394",4,"$7,573.577",$0,"$7,573.577",$0,"$7,573.577",24000008
18000940,Pop 2 (4.5),"$1,946.211",2,"$3,892.421",$77.848,"$3,814.573",$38.924,"$3,853.497",24000001
18000941,power cable,"$1,772.355",8,"$14,178.842",$0,"$14,178.842",$141.788,"$14,320.63",24000007
18000942,Tire iron,"$1,194.794",3,"$3,584.383",$71.688,"$3,512.695",$0,"$3,512.695",24000008
18000943,stone,$129.875,8,"$1,039.003",$10.39,"$1,028.612",$10.39,"$1,039.003",24000006
18000944,Mural,$795.151,9,"$7,156.357",$71.564,"$7,084.794",$0,"$7,084.794",24000009
18000945,OT-905,"$1,129.226",10,"$11,292.264",$0,"$11,292.264",$338.768,"$11,631.031",24000004
18000946,Fermented bean paste,"$1,767.709",6,"$10,606.254",$0,"$10,606.254",$0,"$10,606.254",24000008
18000947,Shock absorber,$250.277,1,$250.277,$0,$250.277,$0,$250.277,24000001
18000948,Red wine / White wine,"$1,915.213",1,"$1,915.213",$57.456,"$1,857.756",$57.456,"$1,915.213",24000001
18000949,TR-18A Stack Decoupler,"$1,477.27",9,"$13,295.435",$265.909,"$13,029.525",$265.909,"$13,295.434",24000001
18000950,cup,"$1,954.386",2,"$3,908.772",$117.263,"$3,791.508",$78.175,"$3,869.684",24000004
18000951,Gigantor XL Solar Array,$230.52,8,"$1,844.159",$0,"$1,844.159",$36.883,"$1,881.042",24000007
18000952,Oil level sensor,$694.926,8,"$5,559.411",$166.782,"$5,392.628",$222.376,"$5,615.005",24000003
18000953,toilet product,"$1,345.542",3,"$4,036.624",$161.465,"$3,875.159",$80.732,"$3,955.892",24000002
18000954,OT-E205,"$1,354.877",7,"$9,484.143",$284.524,"$9,199.618",$189.683,"$9,389.301",24000004
18000955,OT Gum db,"$1,341.858",1,"$1,341.858",$0,"$1,341.858",$53.674,"$1,395.533",24000002
18000956,Arsenic Berries,$642.046,9,"$5,778.415",$57.784,"$5,720.631",$57.784,"$5,778.415",24000007
18000957,Mac & cheese,"$1,399.348",1,"$1,399.348",$0,"$1,399.348",$55.974,"$1,455.322",24000008
18000958,Pet shampoo,"$1,124.291",4,"$4,497.163",$0,"$4,497.163",$179.887,"$4,677.05",24000001
18000959,Water pump,"$1,874.787",10,"$18,747.873",$562.436,"$18,185.438",$0,"$18,185.438",24000004
18000960,Engine Nacelle[Note 1],$440.185,1,$440.185,$17.607,$422.578,$8.804,$431.381,24000004
18000961,Gold leaf,$975.8,1,$975.8,$19.516,$956.284,$39.032,$995.316,24000006
18000962,Prescription pick-up,"$1,931.932",10,"$19,319.318",$193.193,"$19,126.125",$579.58,"$19,705.705",24000008
18000963,light bulb,$794.989,6,"$4,769.934",$95.399,"$4,674.535",$95.399,"$4,769.934",24000004
18000964,TR-XL Stack Separator,$743.53,9,"$6,691.767",$66.918,"$6,624.85",$267.671,"$6,892.52",24000002
18000965,Cotter pin,"$1,762.405",10,"$17,624.05",$528.722,"$17,095.33",$352.481,"$17,447.81",24000004
18000966,View,$169.485,9,"$1,525.367",$30.507,"$1,494.86",$30.507,"$1,525.367",24000002
18000967,Roof rack,$903.032,3,"$2,709.096",$81.273,"$2,627.823",$108.364,"$2,736.186",24000002
18000968,Brake pump,"$1,597.328",7,"$11,181.297",$447.252,"$10,734.045",$335.439,"$11,069.483",24000001
18000969,Office supplies Spinach,$919.58,8,"$7,356.64",$294.266,"$7,062.374",$220.699,"$7,283.073",24000004
18000970,Meat,"$1,446.182",9,"$13,015.639",$0,"$13,015.639",$520.626,"$13,536.265",24000005
18000971,Brazier,"$1,252.258",4,"$5,009.03",$100.181,"$4,908.85",$100.181,"$5,009.03",24000008
18000972,Office supplies Spinach,$883.868,6,"$5,303.208",$106.064,"$5,197.144",$212.128,"$5,409.273",24000002
18000973,Pop 2 (4.5),"$2,045.507",4,"$8,182.029",$163.641,"$8,018.388",$327.281,"$8,345.669",24000005
18000974,conservatory product,"$1,010.88",9,"$9,097.916",$181.958,"$8,915.958",$181.958,"$9,097.916",24000004
18000975,FL-A5 Adapter,"$1,624.334",1,"$1,624.334",$48.73,"$1,575.604",$32.487,"$1,608.09",24000002
18000976,Scythe,$165.33,2,$330.66,$6.613,$324.047,$3.307,$327.354,24000007
18000977,plughole,"$1,517.788",10,"$15,177.877",$455.336,"$14,722.541",$0,"$14,722.541",24000004
18000978,Nage (food),"$1,356.413",2,"$2,712.826",$27.128,"$2,685.698",$27.128,"$2,712.826",24000002
18000979,Mandarina Duck Moon,$697.071,2,"$1,394.142",$13.941,"$1,380.201",$13.941,"$1,394.142",24000007
18000980,Parsley,$809.721,7,"$5,668.048",$0,"$5,668.048",$226.722,"$5,894.77",24000002
18000981,champagne,"$1,255.664",6,"$7,533.985",$75.34,"$7,458.646",$150.68,"$7,609.325",24000007
18000982,Take-out deli food Tofu,"$1,148.904",8,"$9,191.229",$91.912,"$9,099.316",$275.737,"$9,375.054",24000009
18000983,OT-S120,"$1,226.776",1,"$1,226.776",$12.268,"$1,214.508",$24.536,"$1,239.043",24000002
18000984,Lotion Fries / Tater tots,$478.581,3,"$1,435.742",$0,"$1,435.742",$57.43,"$1,493.172",24000001
18000985,Labrys,"$1,265.236",3,"$3,795.708",$75.914,"$3,719.794",$37.957,"$3,757.751",24000009
18000986,Children and baby car seat,$456.034,10,"$4,560.335",$91.207,"$4,469.128",$136.81,"$4,605.938",24000009
18000987,Cookies,"$1,741.638",7,"$12,191.462",$243.829,"$11,947.633",$0,"$11,947.633",24000002
18000988,ash,$910.66,8,"$7,285.283",$72.853,"$7,212.43",$72.853,"$7,285.283",24000005
18000989,Fuel cell,"$1,415.539",6,"$8,493.234",$254.797,"$8,238.438",$84.932,"$8,323.37",24000008
18000990,shears product,"$1,155.599",3,"$3,466.796",$69.336,"$3,397.46",$0,"$3,397.46",24000003
18000991,carbon dioxide,"$1,701.357",7,"$11,909.501",$0,"$11,909.501",$476.38,"$12,385.881",24000001
18000992,One Touch Scribe HD-LTE,"$1,717.334",5,"$8,586.668",$171.733,"$8,414.935",$0,"$8,414.935",24000004
18000993,OT-213,$636.261,7,"$4,453.827",$89.077,"$4,364.75",$89.077,"$4,453.827",24000009
18000994,Differential gear,$304.093,2,$608.186,$24.327,$583.859,$24.327,$608.186,24000003
18000995,bath,"$1,375.006",7,"$9,625.045",$385.002,"$9,240.043",$0,"$9,240.043",24000008
18000996,Gravy,$875.946,8,"$7,007.567",$140.151,"$6,867.416",$280.303,"$7,147.718",24000008
18000997,duvet,"$1,962.402",2,"$3,924.804",$39.248,"$3,885.555",$0,"$3,885.555",24000004
18000998,Adjusting mechanism (adjuster star wheel),$500.832,5,"$2,504.158",$50.083,"$2,454.075",$50.083,"$2,504.158",24000008
18000999,OT-318D,$307.132,9,"$2,764.185",$110.567,"$2,653.617",$82.926,"$2,736.543",24000002
18001000,linen,$990.22,6,"$5,941.322",$178.24,"$5,763.082",$118.826,"$5,881.909",24000002
18001001,jumper,"$1,128.012",9,"$10,152.108",$304.563,"$9,847.545",$406.084,"$10,253.629",24000007
18001002,C5-03,$268.939,2,$537.878,$0,$537.878,$21.515,$559.393,24000002
18001003,OT-C555,$280.951,7,"$1,966.659",$78.666,"$1,887.993",$59,"$1,946.993",24000005
18001004,screen,$363.763,10,"$3,637.629",$145.505,"$3,492.124",$145.505,"$3,637.629",24000006
18001005,Brake line/Cable,"$1,652.678",6,"$9,916.07",$0,"$9,916.07",$198.321,"$10,114.392",24000002
18001006,Cat food / Treats Vegetables,$158.596,8,"$1,268.764",$38.063,"$1,230.701",$50.751,"$1,281.452",24000001
18001007,frame (vehicle),"$2,005.664",1,"$2,005.664",$80.227,"$1,925.438",$60.17,"$1,985.607",24000005
18001008,steel,$879.643,8,"$7,037.144",$211.114,"$6,826.03",$140.743,"$6,966.773",24000006
18001009,Hero 2,$758.419,7,"$5,308.931",$0,"$5,308.931",$159.268,"$5,468.199",24000003
18001010,OT-803,"$1,509.132",6,"$9,054.789",$0,"$9,054.789",$362.192,"$9,416.98",24000007
18001011,Lumia 520,$967.838,1,$967.838,$29.035,$938.803,$19.357,$958.16,24000008
18001012,OT-E105,$381.644,1,$381.644,$7.633,$374.012,$7.633,$381.644,24000007
18001013,Khurpa,"$1,152.516",10,"$11,525.16",$345.755,"$11,179.405",$230.503,"$11,409.908",24000002
18001014,Differential flange,"$1,867.273",4,"$7,469.091",$298.764,"$7,170.328",$298.764,"$7,469.091",24000009
18001015,Kärcher RC3000,"$2,013.135",4,"$8,052.539",$0,"$8,052.539",$322.102,"$8,374.64",24000009
18001016,Steering column assembly,$701.059,7,"$4,907.414",$147.222,"$4,760.191",$98.148,"$4,858.34",24000009
18001017,Foot plough,$520.851,5,"$2,604.256",$78.128,"$2,526.128",$78.128,"$2,604.256",24000001
18001018,Pixi 3 (7),"$1,679.612",1,"$1,679.612",$33.592,"$1,646.02",$67.184,"$1,713.204",24000003
18001019,Cat litter,"$1,489.026",9,"$13,401.238",$402.037,"$12,999.201",$134.012,"$13,133.214",24000003
18001020,Advanced Grabbing Unit,$548.147,10,"$5,481.47",$0,"$5,481.47",$164.444,"$5,645.915",24000003
18001021,dustbin bag,$407.924,8,"$3,263.388",$32.634,"$3,230.755",$97.902,"$3,328.656",24000001
